name,rating,price,capacity,price/gb,type,cache,form factor,interface,link
TEAMGROUP T-Create Classic 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$174.99,2 TB,$0.087,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08ZSKNY4D?tag=bgfg-pc-builder-us-20
ADATA XPG GAMMIX S41 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+XPG+GAMMIX+S41+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Mushkin ALPHA 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$429.99,4 TB,$0.107,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08MT67VPV?tag=bgfg-pc-builder-us-20
Western Digital SanDisk Extreme PRO 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Western+Digital+SanDisk+Extreme+PRO+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Silicon Power A58 128 GB 2.5"" Solid State Drive",,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Silicon+Power+A58+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Silicon Power XD80 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Silicon+Power+XD80+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital Black SN750 Rev2 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$74.99,250 GB,$0.300,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Western+Digital+Black+SN750+Rev2+250+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba N300 8 TB 3.5"" 7200 RPM Internal Hard Drive",,,8 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+N300+8+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Toshiba X300 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$159.99,6 TB,$0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08BTMQV2W?tag=bgfg-pc-builder-us-20
Addlink A90 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Addlink+A90+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Addlink S95 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Addlink+S95+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Addlink S72 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Addlink+S72+2+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Addlink S72 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Addlink+S72+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"VisionTek PRO 250 GB 2.5"" Solid State Drive",,$53.99,250 GB,$0.198,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=VisionTek+PRO+250+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"VisionTek PRO 500 GB 2.5"" Solid State Drive",,$79.99,500 GB,$0.160,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=VisionTek+PRO+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"VisionTek PRO 2 TB 2.5"" Solid State Drive",,$252.99,2 TB,$0.126,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=VisionTek+PRO+2+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate IronWolf 125 1 TB 2.5"" Solid State Drive",,$169.99,1 TB,$0.170,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08FNX4KY4?tag=bgfg-pc-builder-us-20
"Toshiba P300 4 TB 3.5"" 5400 RPM Internal Hard Drive",,,4 TB,N/A,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+P300+4+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Toshiba P300 2 TB 3.5"" 5400 RPM Internal Hard Drive",,,2 TB,N/A,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+P300+2+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E10 4Kn 6 TB 3.5"" 7200 RPM Internal Hard Drive",,,6 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E10+4Kn+6+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E10 4Kn 8 TB 3.5"" 7200 RPM Internal Hard Drive",,,8 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E10+4Kn+8+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E10 4Kn 10 TB 3.5"" 7200 RPM Internal Hard Drive",,,10 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E10+4Kn+10+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
ADATA ATOM 30 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$39.99,500 GB,$0.080,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09JHND3R6?tag=bgfg-pc-builder-us-20
Kingston DC1000B 960 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$245.33,960 GB,$0.256,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Kingston+DC1000B+960+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E8 4Kn 4 TB 3.5"" 7200 RPM Internal Hard Drive",,,4 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E8+4Kn+4+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E8 4Kn 8 TB 3.5"" 7200 RPM Internal Hard Drive",,,8 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E8+4Kn+8+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E8 512n 1 TB 3.5"" 7200 RPM Internal Hard Drive",,,1 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E8+512n+1+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E8 512n 4 TB 3.5"" 7200 RPM Internal Hard Drive",,,4 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+7E8+512n+4+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E8 512n 4 TB 3.5"" 7200 RPM Internal Hard Drive",,$178.00,4 TB,$0.045,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07SZQXHRC?tag=bgfg-pc-builder-us-20
TEAMGROUP MP34Q 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$168.99,2 TB,$0.084,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B099MW9SWY?tag=bgfg-pc-builder-us-20
TEAMGROUP MP34Q 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,4 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=TEAMGROUP+MP34Q+4+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
PNY XLR8 CS3040 Heatsink 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$597.99,4 TB,$0.149,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08YKFBDLL?tag=bgfg-pc-builder-us-20
ADATA LEGEND 840 512 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$54.99,512 GB,$0.107,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09H8R24SL?tag=bgfg-pc-builder-us-20
ADATA Legend 740 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$64.98,1 TB,$0.065,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09J1RT71K?tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta R RGB 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+R+RGB+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta S RGB 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+S+RGB+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 500 GB 2.5"" Solid State Drive",,,500 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+TUF+Gaming+Alliance+RGB+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta S TUF Gaming RGB 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+S+TUF+Gaming+RGB+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Klevv CRAS C720 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$89.99,1 TB,$0.090,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B095YRTV9Z?tag=bgfg-pc-builder-us-20
"Klevv NEO N610 512 GB 2.5"" Solid State Drive",,$43.99,512 GB,$0.086,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0888VQ2SC?tag=bgfg-pc-builder-us-20
"Klevv NEO N610 256 GB 2.5"" Solid State Drive",,$26.99,256 GB,$0.105,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0888VC8SX?tag=bgfg-pc-builder-us-20
Klevv NEO N600 120 GB M.2-2280 SATA Solid State Drive,,,120 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Klevv+NEO+N600+120+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Klevv NEO N600 240 GB M.2-2280 SATA Solid State Drive,,,240 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Klevv+NEO+N600+240+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Klevv NEO N600 240 GB 2.5"" Solid State Drive",,,240 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Klevv+NEO+N600+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Inland Professional 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Inland+Professional+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba N300 Pro 10 TB 3.5"" 7200 RPM Internal Hard Drive",,$290.62,10 TB,$0.029,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09TQ6PPVZ?tag=bgfg-pc-builder-us-20
"Toshiba N300 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$249.00,6 TB,$0.042,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01MR6Y1EP?tag=bgfg-pc-builder-us-20
"Toshiba S300 4 TB 3.5"" 5400 RPM Internal Hard Drive",,,4 TB,N/A,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+S300+4+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Western Digital SN520 512 GB M.2-2230 PCIe 3.0 X2 NVME Solid State Drive,,$195.88,512 GB,$0.383,SSD,N/A,M.2-2230,M.2 PCIe 3.0 X2,https://www.amazon.com/dp/B0821S3F9T?tag=bgfg-pc-builder-us-20
Western Digital SN520 256 GB M.2-2230 PCIe 3.0 X2 NVME Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2230,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=Western+Digital+SN520+256+GB+M.2-2230+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital SN520 128 GB M.2-2230 PCIe 3.0 X2 NVME Solid State Drive,,,128 GB,N/A,SSD,N/A,M.2-2230,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=Western+Digital+SN520+128+GB+M.2-2230+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba MQ01ABD032V 320 GB 2.5"" 5400 RPM Internal Hard Drive",,,320 GB,N/A,5400 RPM,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+MQ01ABD032V+320+GB+2.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-512GD 512 GB 2.5"" Solid State Drive",,$151.99,512 GB,$0.297,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-512GD+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-002TD 2 TB 2.5"" Solid State Drive",,,2 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-002TD+2+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-064GP 64 GB 2.5"" Solid State Drive",,,64 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-064GP+64+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-128GP 128 GB 2.5"" Solid State Drive",,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-128GP+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-001TP 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-001TP+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"ADATA ISSS333-002TP 2 TB 2.5"" Solid State Drive",,,2 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+ISSS333-002TP+2+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba MG04ACA200A 2 TB 3.5"" 7200 RPM Internal Hard Drive",,,2 TB,N/A,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+MG04ACA200A+2+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Toshiba MG06ACA600E 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$79.98,6 TB,$0.013,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B081QWLWPM?tag=bgfg-pc-builder-us-20
"Toshiba L200 500 GB 2.5"" 5400 RPM Internal Hard Drive",,,500 GB,N/A,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Toshiba+L200+500+GB+2.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Toshiba L200 1 TB 2.5"" 5400 RPM Internal Hard Drive",,$135.00,1 TB,$0.135,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07CZNGNBD?tag=bgfg-pc-builder-us-20
Toshiba XG6 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Toshiba+XG6+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Hitachi Ultrastar He8 6 TB 3.5"" 7200 RPM Internal Hard Drive",,,6 TB,N/A,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Hitachi+Ultrastar+He8+6+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Barracuda ES.2 250 GB 3.5"" 7200 RPM Internal Hard Drive",,,250 GB,N/A,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Seagate+Barracuda+ES.2+250+GB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
MSI SPATIUM M480 HS 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=MSI+SPATIUM+M480+HS+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MSI SPATIUM M480 PLAY 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$370.48,2 TB,$0.185,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09RBTVHXF?tag=bgfg-pc-builder-us-20
V7 V7SSD240GBM2SU 240 GB M.2-2280 SATA Solid State Drive,,$33.11,240 GB,$0.138,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B0B441641B?tag=bgfg-pc-builder-us-20
V7 V7SSD1TBNV3U 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$112.99,1 TB,$0.113,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=V7+V7SSD1TBNV3U+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA LEGEND 700 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,250 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+LEGEND+700+250+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Corsair Neutron XTi 240 GB 2.5"" Solid State Drive",,$124.99,240 GB,$0.521,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Corsair+Neutron+XTi+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Corsair Neutron XTi 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Corsair+Neutron+XTi+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Avexir E100 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Avexir+E100+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Samsung SM961 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Samsung+SM961+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Plextor M8Pe 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,128 GB,N/A,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Plextor+M8Pe+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Plextor M8Pe 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,,128 GB,N/A,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Plextor+M8Pe+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Plextor M8Pe 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Plextor+M8Pe+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Plextor M8Pe 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,256 GB,N/A,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Plextor+M8Pe+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin TRIACTOR 250 GB 2.5"" Solid State Drive",5.0,,250 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+TRIACTOR+250+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba VX500 512 GB 2.5"" Solid State Drive",,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+VX500+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MyDigitalSSD BPX 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.7,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=MyDigitalSSD+BPX+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MyDigitalSSD BPX 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=MyDigitalSSD+BPX+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Micron M600 128 GB M.2-2260 SATA Solid State Drive,5.0,,128 GB,N/A,SSD,N/A,M.2-2260,M.2 SATA,https://www.amazon.com/s?k=Micron+M600+128+GB+M.2-2260+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Transcend TS960GSSD220S 960 GB 2.5"" Solid State Drive",,$130.88,960 GB,$0.136,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01K87SBQ4?tag=bgfg-pc-builder-us-20
Patriot Hellfire 240 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,240 GB,N/A,SSD,256 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Patriot+Hellfire+240+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Patriot Hellfire 480 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,3.0,$247.11,480 GB,$0.515,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B01L44SEWQ?tag=bgfg-pc-builder-us-20
"SanDisk Z410 120 GB 2.5"" Solid State Drive",,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=SanDisk+Z410+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"SanDisk Z410 480 GB 2.5"" Solid State Drive",,$170.90,480 GB,$0.356,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01EAXSB3K?tag=bgfg-pc-builder-us-20
"Seagate BarraCuda Pro 5 TB 3.5"" 7200 RPM Internal Hard Drive",,,5 TB,N/A,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+BarraCuda+Pro+5+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP L3 EVO 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+L3+EVO+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Patriot Spark 512 GB 2.5"" Solid State Drive",,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Patriot+Spark+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA XPG SX7000 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+XPG+SX7000+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Addlink ad512GBS10S3 512 GB 2.5"" Solid State Drive",,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Addlink+ad512GBS10S3+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
