name,rating,price,type,efficiency rating,wattage,modular,link
Xilence XP850MR9 850 W 80+ Gold Certified Semi-modular ATX Power Supply,,$143.05,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/dp/B074V1R9HB?tag=bgfg-pc-builder-us-20
Mushkin MKNPSJL1000 1000 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,1000 W,No,https://www.amazon.com/s?k=Mushkin+MKNPSJL1000+1000+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
KOLINK ENCLAVE 700 W 80+ Gold Certified Fully Modular ATX Power Supply,4.3,,ATX,80+ Gold,700 W,Full,https://www.amazon.com/s?k=KOLINK+ENCLAVE+700+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill HIVE 750 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.5,$82.99,ATX,80+ Bronze,750 W,Semi,https://www.amazon.com/dp/B005ILWYT6?tag=bgfg-pc-builder-us-20
Super Flower Leadex III ARGB 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,$169.99,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+III+ARGB+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Logisys PS350MA 350 W Micro ATX Power Supply,,$36.99,Micro ATX,N/A,350 W,No,https://www.amazon.com/dp/B000FQ2DWM?tag=bgfg-pc-builder-us-20
Super Flower Leadex III ARGB 550 W 80+ Gold Certified Fully Modular ATX Power Supply,,$155.14,ATX,80+ Gold,550 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+III+ARGB+550+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek PSDA320M 320 W Micro ATX Power Supply,,,Micro ATX,N/A,320 W,No,https://www.amazon.com/s?k=Diablotek+PSDA320M+320+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Dynapower DP-300A 300 W Micro ATX Power Supply,,,Micro ATX,N/A,300 W,No,https://www.amazon.com/s?k=Dynapower+DP-300A+300+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
KOLINK ENCLAVE 600 W 80+ Gold Certified Fully Modular ATX Power Supply,4.2,,ATX,80+ Gold,600 W,Full,https://www.amazon.com/s?k=KOLINK+ENCLAVE+600+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group FSP180-50NIV 180 W Micro ATX Power Supply,,,Micro ATX,N/A,180 W,No,https://www.amazon.com/s?k=FSP+Group+FSP180-50NIV+180+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
CoolMax CM-300 300 W Micro ATX Power Supply,3.0,$40.31,Micro ATX,N/A,300 W,No,https://www.amazon.com/dp/B000C1DXR4?tag=bgfg-pc-builder-us-20
KOLINK ENCLAVE 500 W 80+ Gold Certified Fully Modular ATX Power Supply,4.7,,ATX,80+ Gold,500 W,Full,https://www.amazon.com/s?k=KOLINK+ENCLAVE+500+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex III ARGB 650 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$74.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+III+ARGB+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek PHD380M 380 W Micro ATX Power Supply,,,Micro ATX,N/A,380 W,No,https://www.amazon.com/s?k=Diablotek+PHD380M+380+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Dynapower EP-25X.E152 250 W Micro ATX Power Supply,,,Micro ATX,N/A,250 W,No,https://www.amazon.com/s?k=Dynapower+EP-25X.E152+250+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Asus ROG-STRIX-1000G 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=Asus+ROG-STRIX-1000G+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex III ARGB 850 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$129.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+III+ARGB+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech MICATXPOW255 255 W Micro ATX Power Supply,,,Micro ATX,N/A,255 W,No,https://www.amazon.com/s?k=StarTech+MICATXPOW255+255+W+Micro+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF1 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.5,$79.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF1+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master MWE GOLD 850 V2 FULL MODULAR 850 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Cooler+Master+MWE+GOLD+850+V2+FULL+MODULAR+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF3 TT Premium 1650 W 80+ Gold Certified Fully Modular ATX Power Supply,,$304.98,ATX,80+ Gold,1650 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF3+TT+Premium+1650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF A3 - TT Premium Edition 1050 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1050 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF+A3+-+TT+Premium+Edition+1050+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek PHD850 850 W ATX Power Supply,,,ATX,N/A,850 W,No,https://www.amazon.com/s?k=Diablotek+PHD850+850+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Deepcool PN650M WH 650 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Deepcool+PN650M+WH+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xion XON-1100P14HE 1100 W ATX Power Supply,,,ATX,N/A,1100 W,No,https://www.amazon.com/s?k=Xion+XON-1100P14HE+1100+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xion XON-1250P14HE 1250 W ATX Power Supply,,,ATX,N/A,1250 W,No,https://www.amazon.com/s?k=Xion+XON-1250P14HE+1250+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xion AXP-850R14N 850 W ATX Power Supply,,,ATX,N/A,850 W,No,https://www.amazon.com/s?k=Xion+AXP-850R14N+850+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xion XON-800R14N 800 W Fully Modular ATX Power Supply,,,ATX,N/A,800 W,Full,https://www.amazon.com/s?k=Xion+XON-800R14N+800+W+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio STABLEPOWER 850W 850 W ATX Power Supply,,,ATX,N/A,850 W,No,https://www.amazon.com/s?k=XClio+STABLEPOWER+850W+850+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATXPW500PRO2 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=StarTech+ATXPW500PRO2+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GreatPower 600 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,600 W,Full,https://www.amazon.com/s?k=XClio+GreatPower+600+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2POWER400 400 W ATX Power Supply,,$122.13,ATX,N/A,400 W,No,https://www.amazon.com/dp/B000BH0X68?tag=bgfg-pc-builder-us-20
StarTech ATXPOW350PRO 350 W ATX Power Supply,,,ATX,N/A,350 W,No,https://www.amazon.com/s?k=StarTech+ATXPOW350PRO+350+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2PW500PRO 500 W ATX Power Supply,,$186.39,ATX,N/A,500 W,No,https://www.amazon.com/dp/B000FAPLEA?tag=bgfg-pc-builder-us-20
StarTech ATX2POWER530 530 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,530 W,No,https://www.amazon.com/s?k=StarTech+ATX2POWER530+530+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2PW450PRO 450 W ATX Power Supply,,,ATX,N/A,450 W,No,https://www.amazon.com/s?k=StarTech+ATX2PW450PRO+450+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2POW400HS 400 W ATX Power Supply,,,ATX,N/A,400 W,No,https://www.amazon.com/s?k=StarTech+ATX2POW400HS+400+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2PW530PRO 530 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,530 W,No,https://www.amazon.com/s?k=StarTech+ATX2PW530PRO+530+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xion AXP-1000R14HE 1000 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,1000 W,Full,https://www.amazon.com/s?k=Xion+AXP-1000R14HE+1000+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GOODPOWER 500W 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=XClio+GOODPOWER+500W+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2POW500HS 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=StarTech+ATX2POW500HS+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2POW450HS 450 W ATX Power Supply,,,ATX,N/A,450 W,No,https://www.amazon.com/s?k=StarTech+ATX2POW450HS+450+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
StarTech ATX2PW550PRO 550 W ATX Power Supply,,,ATX,N/A,550 W,No,https://www.amazon.com/s?k=StarTech+ATX2PW550PRO+550+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF A3 - TT Premium Edition 650 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF+A3+-+TT+Premium+Edition+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
CoolMax CX-550B 550 W ATX Power Supply,,,ATX,N/A,550 W,No,https://www.amazon.com/s?k=CoolMax+CX-550B+550+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
CoolMax RM-750B 750 W ATX Power Supply,,,ATX,N/A,750 W,No,https://www.amazon.com/s?k=CoolMax+RM-750B+750+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT HALE 90 750 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=NZXT+HALE+90+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
CoolMax CU-700B 700 W Semi-modular ATX Power Supply,4.0,,ATX,N/A,700 W,Semi,https://www.amazon.com/s?k=CoolMax+CU-700B+700+W+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GreatPower 550 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,550 W,Full,https://www.amazon.com/s?k=XClio+GreatPower+550+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio STABLEPOWER 460W 460 W ATX Power Supply,,,ATX,N/A,460 W,No,https://www.amazon.com/s?k=XClio+STABLEPOWER+460W+460+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GreatPower 650 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,650 W,Full,https://www.amazon.com/s?k=XClio+GreatPower+650+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey MBP HM 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,1000 W,Semi,https://www.amazon.com/s?k=Sentey+MBP+HM+1000+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio STABLEPOWER 500W 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=XClio+STABLEPOWER+500W+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
OCZ EliteXStream 1000 W 80+ Certified ATX Power Supply,,,ATX,80+,1000 W,No,https://www.amazon.com/s?k=OCZ+EliteXStream+1000+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
OCZ EliteXStream 800 W 80+ Certified ATX Power Supply,,,ATX,80+,800 W,No,https://www.amazon.com/s?k=OCZ+EliteXStream+800+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin Lazer 750 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,750 W,Full,https://www.amazon.com/s?k=Kingwin+Lazer+750+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin ABT-1050MM 1050 W ATX Power Supply,,,ATX,N/A,1050 W,No,https://www.amazon.com/s?k=Kingwin+ABT-1050MM+1050+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling S75CF-B 750 W 80+ Certified ATX Power Supply,,,ATX,80+,750 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+S75CF-B+750+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling S61EPS-B 610 W 80+ Certified ATX Power Supply,,,ATX,80+,610 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+S61EPS-B+610+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling PPCT860 860 W 80+ Certified ATX Power Supply,,,ATX,80+,860 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+PPCT860+860+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin Lazer 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/s?k=Kingwin+Lazer+850+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin Mach 1 1220 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,1220 W,Full,https://www.amazon.com/s?k=Kingwin+Mach+1+1220+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin ABT-730MM 730 W ATX Power Supply,,,ATX,N/A,730 W,No,https://www.amazon.com/s?k=Kingwin+ABT-730MM+730+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin Lazer Gold 700 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,700 W,Full,https://www.amazon.com/s?k=Kingwin+Lazer+Gold+700+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling Silencer 760 W 80+ Silver Certified ATX Power Supply,5.0,,ATX,80+ Silver,760 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+Silencer+760+W+80%2B+Silver+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin MK 850 W ATX Power Supply,,,ATX,N/A,850 W,No,https://www.amazon.com/s?k=Kingwin+MK+850+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin MK 1000 W ATX Power Supply,,,ATX,N/A,1000 W,No,https://www.amazon.com/s?k=Kingwin+MK+1000+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin MKX 850 W Semi-modular ATX Power Supply,,,ATX,N/A,850 W,Semi,https://www.amazon.com/s?k=Kingwin+MKX+850+W+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio STABLEPOWER 1000W 1000 W ATX Power Supply,,,ATX,N/A,1000 W,No,https://www.amazon.com/s?k=XClio+STABLEPOWER+1000W+1000+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX P1-750S-CAB9 750 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,750 W,No,https://www.amazon.com/s?k=XFX+P1-750S-CAB9+750+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX P1-650S-CAB9 650 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,650 W,No,https://www.amazon.com/s?k=XFX+P1-650S-CAB9+650+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling Silencer 910 W 80+ Silver Certified ATX Power Supply,,,ATX,80+ Silver,910 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+Silencer+910+W+80%2B+Silver+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT HALE82N 550W 550 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,550 W,No,https://www.amazon.com/s?k=NZXT+HALE82N+550W+550+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Strider 850 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/s?k=Silverstone+Strider+850+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GreatPower 500 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,500 W,Full,https://www.amazon.com/s?k=XClio+GreatPower+500+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group ZEN 400 400 W 80+ Bronze Certified Fanless ATX Power Supply,4.0,,ATX,80+ Bronze,400 W,No,https://www.amazon.com/s?k=FSP+Group+ZEN+400+400+W+80%2B+Bronze+Certified+Fanless+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group SAGA+ 500R 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=FSP+Group+SAGA%2B+500R+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Broadway Com Corp OKIA-BLACK-550 550 W ATX Power Supply,,,ATX,N/A,550 W,No,https://www.amazon.com/s?k=Broadway+Com+Corp+OKIA-BLACK-550+550+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Broadway Com Corp OKIA-BLACK-680 680 W ATX Power Supply,,,ATX,N/A,680 W,No,https://www.amazon.com/s?k=Broadway+Com+Corp+OKIA-BLACK-680+680+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Strider 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=Silverstone+Strider+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Strider 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/s?k=Silverstone+Strider+1200+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Broadway Com Corp OKIA-BLACK-600 600 W ATX Power Supply,,,ATX,N/A,600 W,No,https://www.amazon.com/s?k=Broadway+Com+Corp+OKIA-BLACK-600+600+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax Platimax D.F. 850 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,850 W,Full,https://www.amazon.com/s?k=Enermax+Platimax+D.F.+850+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio GreatPower 850 W 80+ Certified Fully Modular ATX Power Supply,,,ATX,80+,850 W,Full,https://www.amazon.com/s?k=XClio+GreatPower+850+W+80%2B+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling PPCT1200ESA 1200 W ATX Power Supply,,,ATX,N/A,1200 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+PPCT1200ESA+1200+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax ENM750AWT 750 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Bronze,750 W,Semi,https://www.amazon.com/s?k=Enermax+ENM750AWT+750+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 750 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax ENP550AWT 550 W ATX Power Supply,5.0,,ATX,N/A,550 W,No,https://www.amazon.com/s?k=Enermax+ENP550AWT+550+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Kingwin Lazer Platinum 550 W 80+ Platinum Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Platinum,550 W,Semi,https://www.amazon.com/s?k=Kingwin+Lazer+Platinum+550+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sunbeam PSU-HUSH580-US-BL 580 W ATX Power Supply,,,ATX,N/A,580 W,No,https://www.amazon.com/s?k=Sunbeam+PSU-HUSH580-US-BL+580+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX P1-750S-NLB9 750 W 80+ Bronze Certified ATX Power Supply,4.6,,ATX,80+ Bronze,750 W,No,https://www.amazon.com/s?k=XFX+P1-750S-NLB9+750+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic SS-300ES Bronze 300 W 80+ Bronze Certified ATX Power Supply,5.0,,ATX,80+ Bronze,300 W,No,https://www.amazon.com/s?k=SeaSonic+SS-300ES+Bronze+300+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Power Zone 750 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,750 W,Full,https://www.amazon.com/s?k=be+quiet%21+Power+Zone+750+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
BitFenix BFG GOLD ATX3.0 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=BitFenix+BFG+GOLD+ATX3.0+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
BitFenix BFG GOLD ATX3.0 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/s?k=BitFenix+BFG+GOLD+ATX3.0+1200+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group AURUM GOLD 400 400 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,400 W,No,https://www.amazon.com/s?k=FSP+Group+AURUM+GOLD+400+400+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio Goodpower 550W 550 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,550 W,Full,https://www.amazon.com/s?k=XClio+Goodpower+550W+550+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XClio Goodpower 650W 650 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,650 W,Full,https://www.amazon.com/s?k=XClio+Goodpower+650W+650+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Anima APII500 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=Anima+APII500+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sparkle Magna 1200 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,1200 W,Semi,https://www.amazon.com/s?k=Sparkle+Magna+1200+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Tachyon 550 W 80+ Platinum Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Platinum,550 W,Semi,https://www.amazon.com/s?k=Rosewill+Tachyon+550+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Tachyon 650 W 80+ Platinum Certified Semi-modular ATX Power Supply,,,ATX,80+ Platinum,650 W,Semi,https://www.amazon.com/s?k=Rosewill+Tachyon+650+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill G550 550 W 80+ Gold Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Gold,550 W,Semi,https://www.amazon.com/s?k=Rosewill+G550+550+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Solid Gear SDGR-900E 900 W ATX Power Supply,,,ATX,N/A,900 W,No,https://www.amazon.com/s?k=Solid+Gear+SDGR-900E+900+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
OCZ Fatal1ty 750 W 80+ Bronze Certified Fully Modular ATX Power Supply,4.0,,ATX,80+ Bronze,750 W,Full,https://www.amazon.com/s?k=OCZ+Fatal1ty+750+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA MaxBron 450 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,450 W,Semi,https://www.amazon.com/s?k=LEPA+MaxBron+450+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA MX-F1 400 W ATX Power Supply,,,ATX,N/A,400 W,No,https://www.amazon.com/s?k=LEPA+MX-F1+400+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA MaxGold 700 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,700 W,Semi,https://www.amazon.com/s?k=LEPA+MaxGold+700+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA MaxGold 600 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,600 W,No,https://www.amazon.com/s?k=LEPA+MaxGold+600+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
