name,rating,price,cores,core_clock,boost_clock,tdp,link
Intel Core i7-7700T 2.9 GHz Quad-Core OEM/Tray Processor,,$315.00,4,2.9,3.8,35,https://www.amazon.com/dp/B06XP8NH89?tag=bgfg-pc-builder-us-20
Intel Core i7-870 2.93 GHz Quad-Core Processor,4.3,,4,2.93,N/A,95,https://www.amazon.com/s?k=Intel+Core+i7-870+2.93+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9500F 3 GHz 6-Core Processor,,$189.95,6,3.0,4.4,65,https://www.amazon.com/dp/B07S6CRJML?tag=bgfg-pc-builder-us-20
Intel Core i5-7400T 2.4 GHz Quad-Core Processor,,$133.85,4,2.4,3.0,35,https://www.amazon.com/dp/B01MZ9GJ1N?tag=bgfg-pc-builder-us-20
Intel Pentium E6600 3.06 GHz Dual-Core Processor,,,2,3.06,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E6600+3.06+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A8-9600 3.1 GHz Quad-Core Processor,,,4,3.1,3.4,65,https://www.amazon.com/s?k=AMD+A8-9600+3.1+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Ryzen 5 2400G 3.6 GHz Quad-Core OEM/Tray Processor,5.0,,4,3.6,3.9,65,https://www.amazon.com/s?k=AMD+Ryzen+5+2400G+3.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-9800X 3.8 GHz 8-Core Processor,,$699.95,8,3.8,4.5,165,https://www.amazon.com/dp/B07MLBWFXG?tag=bgfg-pc-builder-us-20
AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core Processor,,,8,3.8,5.3,65,https://www.amazon.com/s?k=AMD+Ryzen+7+PRO+7745+3.8+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E3500 2.7 GHz Dual-Core Processor,,$19.99,2,2.7,N/A,65,https://www.amazon.com/dp/B0041IO56M?tag=bgfg-pc-builder-us-20
Intel Core i7-950 3.06 GHz Quad-Core Processor,4.6,$271.91,4,3.06,N/A,130,https://www.amazon.com/dp/B002A6G3V2?tag=bgfg-pc-builder-us-20
Intel Core i5-4430 3 GHz Quad-Core Processor,4.7,,4,3.0,N/A,84,https://www.amazon.com/s?k=Intel+Core+i5-4430+3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6700T 2.8 GHz Quad-Core OEM/Tray Processor,,,4,2.8,3.6,35,https://www.amazon.com/s?k=Intel+Core+i7-6700T+2.8+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-6500T 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,3.1,35,https://www.amazon.com/s?k=Intel+Core+i5-6500T+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2699 V3 2.3 GHz 18-Core OEM/Tray Processor,,,18,2.3,3.6,145,https://www.amazon.com/s?k=Intel+Xeon+E5-2699+V3+2.3+GHz+18-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2650 2 GHz 8-Core Processor,5.0,$57.02,8,2.0,2.8,95,https://www.amazon.com/dp/B007H29FPA?tag=bgfg-pc-builder-us-20
AMD Ryzen 5 PRO 7645 3.8 GHz 6-Core OEM/Tray Processor,,,6,3.8,5.1,65,https://www.amazon.com/s?k=AMD+Ryzen+5+PRO+7645+3.8+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E2160 1.8 GHz Dual-Core Processor,,$29.99,2,1.8,N/A,65,https://www.amazon.com/dp/B000Q6HGFK?tag=bgfg-pc-builder-us-20
Intel Core i5-2400S 2.5 GHz Quad-Core Processor,,$100.00,4,2.5,N/A,65,https://www.amazon.com/dp/B004EBUXIK?tag=bgfg-pc-builder-us-20
Intel Core i5-9500T 2.2 GHz 6-Core OEM/Tray Processor,,,6,2.2,3.7,35,https://www.amazon.com/s?k=Intel+Core+i5-9500T+2.2+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-7980XE 2.6 GHz 18-Core OEM/Tray Processor,,$998.86,18,2.6,4.4,165,https://www.amazon.com/dp/B078L6GSH3?tag=bgfg-pc-builder-us-20
Intel Core i5-6400 2.7 GHz Quad-Core OEM/Tray Processor,4.5,,4,2.7,3.3,65,https://www.amazon.com/s?k=Intel+Core+i5-6400+2.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1231 V3 3.4 GHz Quad-Core Processor,5.0,,4,3.4,3.8,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1231+V3+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2697 V3 2.6 GHz 14-Core Processor,5.0,,14,2.6,3.6,145,https://www.amazon.com/s?k=Intel+Xeon+E5-2697+V3+2.6+GHz+14-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9400 2.9 GHz 6-Core OEM/Tray Processor,,,6,2.9,4.1,65,https://www.amazon.com/s?k=Intel+Core+i5-9400+2.9+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD EPYC 4584PX 4.2 GHz 16-Core Processor,,,16,4.2,N/A,120,https://www.amazon.com/s?k=AMD+EPYC+4584PX+4.2+GHz+16-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-540 3.06 GHz Dual-Core Processor,5.0,$149.95,2,3.06,N/A,73,https://www.amazon.com/dp/B0031M9QZ4?tag=bgfg-pc-builder-us-20
AMD Phenom II X4 820 2.8 GHz Quad-Core OEM/Tray Processor,,$69.95,4,2.8,N/A,95,https://www.amazon.com/dp/B004WNZVLE?tag=bgfg-pc-builder-us-20
Intel Core i5-3450 3.1 GHz Quad-Core Processor,4.6,$245.33,4,3.1,N/A,77,https://www.amazon.com/dp/B007SZ0ECE?tag=bgfg-pc-builder-us-20
Intel Core i3-4130T 2.9 GHz Dual-Core Processor,4.8,$125.00,2,2.9,N/A,35,https://www.amazon.com/dp/B00EUVEFEC?tag=bgfg-pc-builder-us-20
AMD A10-5700 3.4 GHz Quad-Core OEM/Tray Processor,,,4,3.4,N/A,65,https://www.amazon.com/s?k=AMD+A10-5700+3.4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9960X 3.1 GHz 16-Core OEM/Tray Processor,,$1498.95,16,3.1,4.4,165,https://www.amazon.com/dp/B07LB25C9T?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1230 V2 3.3 GHz Quad-Core Processor,5.0,$195.89,4,3.3,N/A,69,https://www.amazon.com/dp/B0085MQUTU?tag=bgfg-pc-builder-us-20
Intel Core i3-13100T 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,4.2,35,https://www.amazon.com/s?k=Intel+Core+i3-13100T+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX9770 3.2 GHz Quad-Core Processor,5.0,,4,3.2,N/A,136,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX9770+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-13600 2.7 GHz 14-Core Processor,,,14,2.7,5.0,65,https://www.amazon.com/s?k=Intel+Core+i5-13600+2.7+GHz+14-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-8400T 1.7 GHz 6-Core OEM/Tray Processor,,,6,1.7,3.3,35,https://www.amazon.com/s?k=Intel+Core+i5-8400T+1.7+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 V4 2 GHz 14-Core Processor,5.0,$233.74,14,2.0,3.2,105,https://www.amazon.com/dp/B01CNKEZVY?tag=bgfg-pc-builder-us-20
Intel Xeon E5-1620 V3 3.5 GHz Quad-Core Processor,4.0,$69.51,4,3.5,3.6,140,https://www.amazon.com/dp/B00MU046J4?tag=bgfg-pc-builder-us-20
Intel Core i5-7400 3 GHz Quad-Core OEM/Tray Processor,,$160.00,4,3.0,3.5,65,https://www.amazon.com/dp/B01NAQHL1Q?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2670 V2 2.5 GHz 10-Core Processor,4.0,$1817.95,10,2.5,3.3,115,https://www.amazon.com/s?k=Intel+Xeon+E5-2670+V2+2.5+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 860K 3.7 GHz Quad-Core Processor,4.6,,4,3.7,4.0,95,https://www.amazon.com/s?k=AMD+Athlon+X4+860K+3.7+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-10850K 3.6 GHz 10-Core OEM/Tray Processor,5.0,,10,3.6,5.2,125,https://www.amazon.com/s?k=Intel+Core+i9-10850K+3.6+GHz+10-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-10700K Avengers Collector's Edition 3.8 GHz 8-Core Processor,,$740.00,8,3.8,5.1,125,https://www.amazon.com/dp/B08DRNK9P7?tag=bgfg-pc-builder-us-20
AMD A10-7700K 3.4 GHz Quad-Core Processor,4.6,,4,3.4,3.8,95,https://www.amazon.com/s?k=AMD+A10-7700K+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X6 1090T Black 3.2 GHz 6-Core Processor,4.4,$239.99,6,3.2,N/A,125,https://www.amazon.com/dp/B003FVI2KQ?tag=bgfg-pc-builder-us-20
Intel Core i5-6402P 2.8 GHz Quad-Core Processor,3.5,$104.00,4,2.8,3.4,65,https://www.amazon.com/dp/B01B2PJRN2?tag=bgfg-pc-builder-us-20
AMD Phenom II X4 965 Black 3.4 GHz Quad-Core Processor,4.5,,4,3.4,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+965+Black+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Ryzen 7 1700X 3.4 GHz 8-Core Processor,4.0,,8,3.4,3.8,95,https://www.amazon.com/s?k=AMD+Ryzen+7+1700X+3.4+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1270 V3 3.5 GHz Quad-Core Processor,,$349.97,4,3.5,3.9,80,https://www.amazon.com/dp/B00D697QRM?tag=bgfg-pc-builder-us-20
AMD Athlon X4 950 3.5 GHz Quad-Core Processor,3.5,,4,3.5,3.8,65,https://www.amazon.com/s?k=AMD+Athlon+X4+950+3.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9940X 3.3 GHz 14-Core Processor,,,14,3.3,4.4,165,https://www.amazon.com/s?k=Intel+Core+i9-9940X+3.3+GHz+14-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7600K 3.8 GHz Quad-Core OEM/Tray Processor,,,4,3.8,4.2,91,https://www.amazon.com/s?k=Intel+Core+i5-7600K+3.8+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-4770K 3.5 GHz Quad-Core Processor,5.0,$329.99,4,3.5,3.9,84,https://www.amazon.com/dp/B00DT5WV6E?tag=bgfg-pc-builder-us-20
AMD A6-7400K 3.5 GHz Dual-Core Processor,4.1,,2,3.5,3.9,65,https://www.amazon.com/s?k=AMD+A6-7400K+3.5+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD FX-4350 4.2 GHz Quad-Core OEM/Tray Processor,,$108.02,4,4.2,N/A,125,https://www.amazon.com/dp/B00E7LNNRA?tag=bgfg-pc-builder-us-20
AMD Phenom II X6 1100T Black 3.3 GHz 6-Core Processor,4.2,,6,3.3,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X6+1100T+Black+3.3+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8350 4 GHz 8-Core Processor,4.7,,8,4.0,N/A,125,https://www.amazon.com/s?k=AMD+FX-8350+4+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-990X Extreme Edition 3.467 GHz 6-Core Processor,4.0,,6,3.467,N/A,130,https://www.amazon.com/s?k=Intel+Core+i7-990X+Extreme+Edition+3.467+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-4590S 3 GHz Quad-Core Processor,4.6,,4,3.0,3.7,65,https://www.amazon.com/s?k=Intel+Core+i5-4590S+3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-10300 3.7 GHz Quad-Core Processor,5.0,$159.99,4,3.7,4.4,65,https://www.amazon.com/dp/B086M8V695?tag=bgfg-pc-builder-us-20
AMD Ryzen 3 2200G 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,3.7,65,https://www.amazon.com/s?k=AMD+Ryzen+3+2200G+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9900 3.1 GHz 8-Core OEM/Tray Processor,4.0,,8,3.1,5.0,65,https://www.amazon.com/s?k=Intel+Core+i9-9900+3.1+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630 2.3 GHz 6-Core Processor,,$52.42,6,2.3,N/A,95,https://www.amazon.com/dp/B007H29EDI?tag=bgfg-pc-builder-us-20
Intel Core i5-7500 3.4 GHz Quad-Core OEM/Tray Processor,,,4,3.4,3.8,65,https://www.amazon.com/s?k=Intel+Core+i5-7500+3.4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8320E 3.2 GHz 8-Core Processor,4.9,,8,3.2,4.0,95,https://www.amazon.com/s?k=AMD+FX-8320E+3.2+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-10305 3.8 GHz Quad-Core Processor,,$169.99,4,3.8,4.5,65,https://www.amazon.com/dp/B093BMJ16V?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2620 V4 2.1 GHz 8-Core Processor,5.0,$321.00,8,2.1,3.0,85,https://www.amazon.com/dp/B01CNKEY8S?tag=bgfg-pc-builder-us-20
Intel Celeron G3930T 2.7 GHz Dual-Core OEM/Tray Processor,,,2,2.7,N/A,35,https://www.amazon.com/s?k=Intel+Celeron+G3930T+2.7+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7300 2.66 GHz Dual-Core Processor,,$28.20,2,2.66,N/A,65,https://www.amazon.com/dp/B001BS4Y3E?tag=bgfg-pc-builder-us-20
Intel Core i5-760 2.8 GHz Quad-Core Processor,5.0,$144.03,4,2.8,N/A,95,https://www.amazon.com/dp/B003VANRAQ?tag=bgfg-pc-builder-us-20
Intel Xeon E5-1620 V2 3.7 GHz Quad-Core OEM/Tray Processor,5.0,,4,3.7,3.9,130,https://www.amazon.com/s?k=Intel+Xeon+E5-1620+V2+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-4370 3.8 GHz Dual-Core Processor,4.7,,2,3.8,N/A,54,https://www.amazon.com/s?k=Intel+Core+i3-4370+3.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9900X 3.5 GHz 10-Core Processor,,$1229.95,10,3.5,4.4,165,https://www.amazon.com/dp/B07L5Q7K8N?tag=bgfg-pc-builder-us-20
Intel Core i9-7960X 2.8 GHz 16-Core Processor,,$760.00,16,2.8,4.4,165,https://www.amazon.com/dp/B075XRYMDS?tag=bgfg-pc-builder-us-20
Intel Core i9-9820X 3.3 GHz 10-Core Processor,4.5,,10,3.3,4.1,165,https://www.amazon.com/s?k=Intel+Core+i9-9820X+3.3+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q6600 2.4 GHz Quad-Core Processor,3.7,$194.97,4,2.4,N/A,100,https://www.amazon.com/dp/B000LRMR26?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2650 V2 2.6 GHz 8-Core Processor,5.0,$60.00,8,2.6,3.4,95,https://www.amazon.com/dp/B00F29LG1G?tag=bgfg-pc-builder-us-20
Intel Pentium Gold G6405 4.1 GHz Dual-Core Processor,,$66.91,2,4.1,N/A,58,https://www.amazon.com/dp/B091TXJN41?tag=bgfg-pc-builder-us-20
AMD Athlon X2 370K 4.2 GHz Dual-Core Processor,,,2,4.2,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+X2+370K+4.2+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-2320 3 GHz Quad-Core Processor,4.2,$249.95,4,3.0,N/A,95,https://www.amazon.com/dp/B005L9C49K?tag=bgfg-pc-builder-us-20
AMD FX-9370 4.4 GHz 8-Core OEM/Tray Processor,4.4,,8,4.4,4.7,220,https://www.amazon.com/s?k=AMD+FX-9370+4.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-650 3.2 GHz Dual-Core Processor,4.0,,2,3.2,N/A,73,https://www.amazon.com/s?k=Intel+Core+i5-650+3.2+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G5400 3.7 GHz Dual-Core OEM/Tray Processor,4.0,$92.95,2,3.7,N/A,58,https://www.amazon.com/dp/B07BKZTW72?tag=bgfg-pc-builder-us-20
AMD Ryzen 5 3600X 3.8 GHz 6-Core OEM/Tray Processor,,,6,3.8,4.4,95,https://www.amazon.com/s?k=AMD+Ryzen+5+3600X+3.8+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-10600 3.3 GHz 6-Core Processor,4.5,$219.98,6,3.3,4.8,65,https://www.amazon.com/dp/B0883PYCB7?tag=bgfg-pc-builder-us-20
Intel Core i5-2500 3.3 GHz Quad-Core Processor,4.6,,4,3.3,N/A,95,https://www.amazon.com/s?k=Intel+Core+i5-2500+3.3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G6400 4 GHz Dual-Core Processor,5.0,$52.95,2,4.0,N/A,58,https://www.amazon.com/dp/B086MHSH2Z?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630 V3 2.4 GHz 8-Core OEM/Tray Processor,5.0,,8,2.4,3.2,85,https://www.amazon.com/s?k=Intel+Xeon+E5-2630+V3+2.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G4900 3.1 GHz Dual-Core OEM/Tray Processor,,$51.41,2,3.1,N/A,65,https://www.amazon.com/dp/B079FVMXTF?tag=bgfg-pc-builder-us-20
Intel Celeron G3900 2.8 GHz Dual-Core OEM/Tray Processor,,$64.95,2,2.8,N/A,51,https://www.amazon.com/dp/B01CTW5ELQ?tag=bgfg-pc-builder-us-20
Intel Core i7-6700 3.4 GHz Quad-Core OEM/Tray Processor,,$394.99,4,3.4,4.0,65,https://www.amazon.com/dp/B015XEW9BA?tag=bgfg-pc-builder-us-20
Intel Core i5-11600 2.8 GHz 6-Core Processor,5.0,$224.99,6,2.8,4.8,65,https://www.amazon.com/dp/B08X5XWNTB?tag=bgfg-pc-builder-us-20
Intel Core i7-9700F 3 GHz 8-Core OEM/Tray Processor,,$429.95,8,3.0,4.7,65,https://www.amazon.com/dp/B07YCY3P46?tag=bgfg-pc-builder-us-20
Intel Core Ultra 5 225 3.3 GHz 10-Core Processor,,,10,3.3,N/A,65,https://www.amazon.com/s?k=Intel+Core+Ultra+5+225+3.3+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-2700K 3.5 GHz Quad-Core Processor,4.7,$130.00,4,3.5,N/A,95,https://www.amazon.com/dp/B005X64OA8?tag=bgfg-pc-builder-us-20
AMD Threadripper 2990WX 3 GHz 32-Core Processor,4.8,$2990.00,32,3.0,4.2,250,https://www.amazon.com/dp/B07G25SD1P?tag=bgfg-pc-builder-us-20
Intel Core i9-13900T 1.1 GHz 24-Core OEM/Tray Processor,,,24,1.1,5.3,35,https://www.amazon.com/s?k=Intel+Core+i9-13900T+1.1+GHz+24-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-3220 3.3 GHz Dual-Core Processor,4.6,,2,3.3,N/A,55,https://www.amazon.com/s?k=Intel+Core+i3-3220+3.3+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Ryzen 5 2600X 3.6 GHz 6-Core OEM/Tray Processor,,,6,3.6,4.2,95,https://www.amazon.com/s?k=AMD+Ryzen+5+2600X+3.6+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9980XE 3 GHz 18-Core OEM/Tray Processor,,$1998.95,18,3.0,4.4,165,https://www.amazon.com/dp/B07LBWWLG8?tag=bgfg-pc-builder-us-20
Intel Core Ultra 5 235 3.4 GHz 14-Core Processor,,,14,3.4,N/A,65,https://www.amazon.com/s?k=Intel+Core+Ultra+5+235+3.4+GHz+14-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6800K 4.1 GHz Quad-Core Processor,4.7,,4,4.1,N/A,100,https://www.amazon.com/s?k=AMD+A10-6800K+4.1+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6700 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,N/A,65,https://www.amazon.com/s?k=AMD+A10-6700+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9600K 3.7 GHz 6-Core OEM/Tray Processor,,,6,3.7,4.6,95,https://www.amazon.com/s?k=Intel+Core+i5-9600K+3.7+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-7820X 3.6 GHz 8-Core Processor,4.9,$356.90,8,3.6,4.5,140,https://www.amazon.com/dp/B072NF4BY3?tag=bgfg-pc-builder-us-20
AMD Threadripper 2950X 3.5 GHz 16-Core Processor,5.0,$1454.00,16,3.5,4.4,180,https://www.amazon.com/dp/B07GFN6CVF?tag=bgfg-pc-builder-us-20
AMD Ryzen 5 9600 3.8 GHz 6-Core Processor,,,6,3.8,N/A,65,https://www.amazon.com/s?k=AMD+Ryzen+5+9600+3.8+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-7920X 2.9 GHz 12-Core Processor,,$550.00,12,2.9,4.4,140,https://www.amazon.com/dp/B0756L5T93?tag=bgfg-pc-builder-us-20
Intel Pentium G4560 3.5 GHz Dual-Core Processor,4.9,,2,3.5,N/A,54,https://www.amazon.com/s?k=Intel+Pentium+G4560+3.5+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6850K 3.6 GHz 6-Core Processor,4.7,$235.00,6,3.6,3.8,140,https://www.amazon.com/dp/B01FJLAITC?tag=bgfg-pc-builder-us-20
Intel Core Ultra 5 225F 3.3 GHz 10-Core Processor,,,10,3.3,N/A,65,https://www.amazon.com/s?k=Intel+Core+Ultra+5+225F+3.3+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Ryzen 5 3400G 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,4.2,65,https://www.amazon.com/s?k=AMD+Ryzen+5+3400G+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-3470S 2.9 GHz Quad-Core Processor,,$90.15,4,2.9,N/A,65,https://www.amazon.com/dp/B0087EVHN0?tag=bgfg-pc-builder-us-20
Intel Core i7-4930K 3.4 GHz 6-Core Processor,4.9,,6,3.4,3.9,130,https://www.amazon.com/s?k=Intel+Core+i7-4930K+3.4+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9600 3.1 GHz 6-Core Processor,,$248.88,6,3.1,4.6,65,https://www.amazon.com/dp/B07S1Q396F?tag=bgfg-pc-builder-us-20
AMD FX-4350 4.2 GHz Quad-Core Processor,4.6,$132.98,4,4.2,N/A,125,https://www.amazon.com/dp/B00CLBZAWY?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2667 V3 3.2 GHz 8-Core OEM/Tray Processor,5.0,$1498.95,8,3.2,3.6,135,https://www.amazon.com/dp/B00PDD1W10?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630 V4 2.2 GHz 10-Core Processor,,$479.00,10,2.2,3.1,85,https://www.amazon.com/dp/B01D5AGOE2?tag=bgfg-pc-builder-us-20
Intel Core i7-4820K 3.7 GHz Quad-Core Processor,4.9,$220.86,4,3.7,3.9,130,https://www.amazon.com/dp/B00EMHM672?tag=bgfg-pc-builder-us-20
Intel Core i3-2100 3.1 GHz Dual-Core Processor,4.5,$49.00,2,3.1,N/A,65,https://www.amazon.com/dp/B004JEVGMO?tag=bgfg-pc-builder-us-20
Intel Core Ultra 7 265 2.4 GHz 20-Core Processor,,,20,2.4,N/A,65,https://www.amazon.com/s?k=Intel+Core+Ultra+7+265+2.4+GHz+20-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core Ultra 9 285 2.5 GHz 24-Core Processor,,,24,2.5,N/A,65,https://www.amazon.com/s?k=Intel+Core+Ultra+9+285+2.5+GHz+24-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G6500 4.1 GHz Dual-Core Processor,,$85.96,2,4.1,N/A,58,https://www.amazon.com/dp/B086MGYKXM?tag=bgfg-pc-builder-us-20
AMD Athlon II 160u 1.8 GHz Single-Core OEM/Tray Processor,,,1,1.8,N/A,20,https://www.amazon.com/s?k=AMD+Athlon+II+160u+1.8+GHz+Single-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD EPYC 4344P 3.8 GHz 8-Core Processor,,,8,3.8,N/A,65,https://www.amazon.com/s?k=AMD+EPYC+4344P+3.8+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-750 2.66 GHz Quad-Core Processor,4.7,,4,2.66,N/A,95,https://www.amazon.com/s?k=Intel+Core+i5-750+2.66+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-7740X 4.3 GHz Quad-Core Processor,5.0,$195.00,4,4.3,4.5,112,https://www.amazon.com/dp/B072KTRQ9G?tag=bgfg-pc-builder-us-20
Intel Core i7-5930K 3.5 GHz 6-Core Processor,5.0,,6,3.5,3.7,140,https://www.amazon.com/s?k=Intel+Core+i7-5930K+3.5+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-14500T 1.7 GHz 14-Core OEM/Tray Processor,,,14,1.7,N/A,35,https://www.amazon.com/s?k=Intel+Core+i5-14500T+1.7+GHz+14-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-10850KA Avengers Limited Edition 3.6 GHz 10-Core Processor,,,10,3.6,5.2,125,https://www.amazon.com/s?k=Intel+Core+i9-10850KA+Avengers+Limited+Edition+3.6+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6950X 3 GHz 10-Core Processor,5.0,$350.77,10,3.0,3.5,140,https://www.amazon.com/dp/B01FJLA9IM?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2683 V4 2.1 GHz 16-Core OEM/Tray Processor,,$874.02,16,2.1,3.0,120,https://www.amazon.com/dp/B01DX5O428?tag=bgfg-pc-builder-us-20
AMD FX-8370 4 GHz 8-Core Processor,4.8,,8,4.0,4.3,125,https://www.amazon.com/s?k=AMD+FX-8370+4+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
