name,rating,price,cores,core_clock,boost_clock,tdp,link
AMD Phenom II X4 905e 2.5 GHz Quad-Core Processor,,,4,2.5,N/A,65,https://www.amazon.com/s?k=AMD+Phenom+II+X4+905e+2.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E1200 1.6 GHz Dual-Core Processor,,,2,1.6,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+E1200+1.6+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E2140 1.6 GHz Dual-Core Processor,,,2,1.6,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E2140+1.6+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E2160 1.8 GHz Dual-Core OEM/Tray Processor,,,2,1.8,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E2160+1.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E3400 2.6 GHz Dual-Core OEM/Tray Processor,,,2,2.6,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+E3400+2.6+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E6300 2.8 GHz Dual-Core OEM/Tray Processor,,$119.95,2,2.8,N/A,65,https://www.amazon.com/dp/B002JE3IJU?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6320 1.86 GHz Dual-Core Processor,,,2,1.86,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E6320+1.86+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6420 2.13 GHz Dual-Core Processor,,$36.86,2,2.13,N/A,65,https://www.amazon.com/dp/B000PS9J5O?tag=bgfg-pc-builder-us-20
Intel Pentium E6600 3.06 GHz Dual-Core OEM/Tray Processor,,,2,3.06,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E6600+3.06+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6700 2.66 GHz Dual-Core Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E6700+2.66+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6850 3 GHz Dual-Core Processor,,$254.96,2,3.0,N/A,65,https://www.amazon.com/dp/B000R99ESI?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8200 2.66 GHz Dual-Core Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8200+2.66+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q6700 2.66 GHz Quad-Core Processor,4.5,,4,2.66,N/A,100,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q6700+2.66+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9450 2.66 GHz Quad-Core OEM/Tray Processor,,,4,2.66,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q9450+2.66+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 265 3.2 GHz Dual-Core Processor,,,2,3.2,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+II+X2+265+3.2+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 245 2.9 GHz Dual-Core Processor,,,2,2.9,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+II+X2+245+2.9+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X3 720 Black 2.8 GHz Triple-Core OEM/Tray Processor,5.0,,3,2.8,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X3+720+Black+2.8+GHz+Triple-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 460 3.4 GHz Triple-Core Processor,,,3,3.4,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+460+3.4+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron 130 2.6 GHz Single-Core OEM/Tray Processor,,,1,2.6,N/A,45,https://www.amazon.com/s?k=AMD+Sempron+130+2.6+GHz+Single-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron 130 2.6 GHz Single-Core OEM/Tray Processor,,,1,2.6,N/A,45,https://www.amazon.com/s?k=AMD+Sempron+130+2.6+GHz+Single-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G850 2.9 GHz Dual-Core Processor,5.0,,2,2.9,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+G850+2.9+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-2405S 2.5 GHz Quad-Core Processor,,,4,2.5,N/A,65,https://www.amazon.com/s?k=Intel+Core+i5-2405S+2.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 980 Black 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+980+Black+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 250 3 GHz Dual-Core OEM/Tray Processor,,,2,3.0,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+II+X2+250+3+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 651K 3 GHz Quad-Core Processor,,,4,3.0,N/A,100,https://www.amazon.com/s?k=AMD+Athlon+II+X4+651K+3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G1830 2.8 GHz Dual-Core Processor,,,2,2.8,N/A,53,https://www.amazon.com/s?k=Intel+Celeron+G1830+2.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2609 V2 2.5 GHz Quad-Core Processor,,,4,2.5,N/A,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2609+V2+2.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2640 V2 2 GHz 8-Core Processor,,,8,2.0,2.5,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2640+V2+2+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G1850 2.9 GHz Dual-Core Processor,,,2,2.9,N/A,53,https://www.amazon.com/s?k=Intel+Celeron+G1850+2.9+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6790K 4 GHz Quad-Core OEM/Tray Processor,,,4,4.0,4.3,100,https://www.amazon.com/s?k=AMD+A10-6790K+4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A10-7700K 3.4 GHz Quad-Core OEM/Tray Processor,,,4,3.4,3.8,95,https://www.amazon.com/s?k=AMD+A10-7700K+3.4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-6300 3.7 GHz Dual-Core OEM/Tray Processor,,,2,3.7,3.9,65,https://www.amazon.com/s?k=AMD+A4-6300+3.7+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-5300 3.4 GHz Dual-Core OEM/Tray Processor,,,2,3.4,N/A,65,https://www.amazon.com/s?k=AMD+A4-5300+3.4+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-3420 2.8 GHz Dual-Core OEM/Tray Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=AMD+A4-3420+2.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A6-7400K 3.5 GHz Dual-Core OEM/Tray Processor,,,2,3.5,3.9,65,https://www.amazon.com/s?k=AMD+A6-7400K+3.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-4150 4 GHz Quad-Core OEM/Tray Processor,,,4,4.0,4.1,125,https://www.amazon.com/s?k=AMD+FX-4150+4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-4200 3.3 GHz Quad-Core OEM/Tray Processor,3.5,,4,3.3,N/A,125,https://www.amazon.com/s?k=AMD+FX-4200+3.3+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8120 3.1 GHz 8-Core OEM/Tray Processor,,,8,3.1,N/A,125,https://www.amazon.com/s?k=AMD+FX-8120+3.1+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 221 2.8 GHz Dual-Core Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+II+X2+221+2.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD E2-3200 2.4 GHz Dual-Core Processor,,,2,2.4,N/A,65,https://www.amazon.com/s?k=AMD+E2-3200+2.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2687W 3.1 GHz 8-Core OEM/Tray Processor,,,8,3.1,3.8,150,https://www.amazon.com/s?k=Intel+Xeon+E5-2687W+3.1+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 860K 3.7 GHz Quad-Core OEM/Tray Processor,5.0,,4,3.7,4.0,95,https://www.amazon.com/s?k=AMD+Athlon+X4+860K+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8320E 3.2 GHz 8-Core OEM/Tray Processor,,,8,3.2,4.0,95,https://www.amazon.com/s?k=AMD+FX-8320E+3.2+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8370E 3.3 GHz 8-Core OEM/Tray Processor,,,8,3.3,4.3,95,https://www.amazon.com/s?k=AMD+FX-8370E+3.3+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 550 2.2 GHz Quad-Core OEM/Tray Processor,,,4,2.2,N/A,25,https://www.amazon.com/s?k=AMD+Athlon+X4+550+2.2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X2 350 3.5 GHz Dual-Core OEM/Tray Processor,,,2,3.5,3.9,65,https://www.amazon.com/s?k=AMD+Athlon+X2+350+3.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3250 3.2 GHz Dual-Core OEM/Tray Processor,,,2,3.2,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3250+3.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2603 V3 1.6 GHz 6-Core OEM/Tray Processor,,$108.00,6,1.6,N/A,85,https://www.amazon.com/dp/B00PDD2DGI?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2609 V3 1.9 GHz 6-Core OEM/Tray Processor,,,6,1.9,N/A,85,https://www.amazon.com/s?k=Intel+Xeon+E5-2609+V3+1.9+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2685 V3 2.6 GHz 12-Core OEM/Tray Processor,,,12,2.6,3.3,120,https://www.amazon.com/s?k=Intel+Xeon+E5-2685+V3+2.6+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2680 V3 2.5 GHz 12-Core OEM/Tray Processor,,,12,2.5,3.3,120,https://www.amazon.com/s?k=Intel+Xeon+E5-2680+V3+2.5+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1230 V2 3.3 GHz Quad-Core OEM/Tray Processor,,$287.65,4,3.3,N/A,69,https://www.amazon.com/dp/B0087BIUU6?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2609 2.4 GHz Quad-Core OEM/Tray Processor,,,4,2.4,N/A,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2609+2.4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X6 1065T 2.7 GHz 6-Core OEM/Tray Processor,,,6,2.7,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X6+1065T+2.7+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A8-7670K 3.6 GHz Quad-Core OEM/Tray Processor,,,4,3.6,3.9,95,https://www.amazon.com/s?k=AMD+A8-7670K+3.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-6300T 3.3 GHz Dual-Core OEM/Tray Processor,,,2,3.3,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-6300T+3.3+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G4520 3.6 GHz Dual-Core OEM/Tray Processor,,,2,3.6,N/A,51,https://www.amazon.com/s?k=Intel+Pentium+G4520+3.6+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G4400T 2.9 GHz Dual-Core OEM/Tray Processor,,,2,2.9,N/A,35,https://www.amazon.com/s?k=Intel+Pentium+G4400T+2.9+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1230 V5 3.4 GHz Quad-Core OEM/Tray Processor,,$499.95,4,3.4,3.8,80,https://www.amazon.com/dp/B016TQ865E?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1245 V5 3.5 GHz Quad-Core OEM/Tray Processor,,$164.99,4,3.5,3.9,80,https://www.amazon.com/dp/B016TQ88OI?tag=bgfg-pc-builder-us-20
AMD Opteron 6328 3.2 GHz 8-Core Processor,,,8,3.2,3.8,115,https://www.amazon.com/s?k=AMD+Opteron+6328+3.2+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Opteron 6344 2.6 GHz 12-Core Processor,,$472.99,12,2.6,3.2,115,https://www.amazon.com/s?k=AMD+Opteron+6344+2.6+GHz+12-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A6-7470K 3.7 GHz Dual-Core Processor,5.0,$197.97,2,3.7,4.0,65,https://www.amazon.com/dp/B01CIEBI88?tag=bgfg-pc-builder-us-20
AMD A10-7890K 4.1 GHz Quad-Core OEM/Tray Processor,,,4,4.1,4.3,95,https://www.amazon.com/s?k=AMD+A10-7890K+4.1+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 880K 4 GHz Quad-Core OEM/Tray Processor,,,4,4.0,4.2,95,https://www.amazon.com/s?k=AMD+Athlon+X4+880K+4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6800K 3.4 GHz 6-Core Processor,,,6,3.4,3.6,140,https://www.amazon.com/s?k=Intel+Core+i7-6800K+3.4+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6850K 3.6 GHz 6-Core Processor,,,6,3.6,3.8,140,https://www.amazon.com/s?k=Intel+Core+i7-6850K+3.6+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-4570S 2.9 GHz Quad-Core OEM/Tray Processor,,,4,2.9,N/A,65,https://www.amazon.com/s?k=Intel+Core+i5-4570S+2.9+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A10-7870K 3.9 GHz Quad-Core OEM/Tray Processor,,,4,3.9,4.1,95,https://www.amazon.com/s?k=AMD+A10-7870K+3.9+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A8-7670K 3.6 GHz Quad-Core Processor,,,4,3.6,3.9,95,https://www.amazon.com/s?k=AMD+A8-7670K+3.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1225 V5 3.3 GHz Quad-Core Processor,,,4,3.3,3.7,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1225+V5+3.3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1270 V5 3.6 GHz Quad-Core Processor,,,4,3.6,4.0,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1270+V5+3.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1275 V5 3.6 GHz Quad-Core Processor,,,4,3.6,4.0,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1275+V5+3.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Opteron 6328 3.2 GHz 8-Core OEM/Tray Processor,,,8,3.2,3.8,115,https://www.amazon.com/s?k=AMD+Opteron+6328+3.2+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2658 V3 2.2 GHz 12-Core OEM/Tray Processor,5.0,,12,2.2,2.9,105,https://www.amazon.com/s?k=Intel+Xeon+E5-2658+V3+2.2+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6950X 3 GHz 10-Core Processor,,,10,3.0,3.5,140,https://www.amazon.com/s?k=Intel+Core+i7-6950X+3+GHz+10-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7600T 2.8 GHz Quad-Core Processor,,,4,2.8,3.7,35,https://www.amazon.com/s?k=Intel+Core+i5-7600T+2.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7640X 4 GHz Quad-Core Processor,,,4,4.0,4.2,112,https://www.amazon.com/s?k=Intel+Core+i5-7640X+4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2420V2 2.2 GHz 6-Core Processor,,,6,2.2,2.7,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2420V2+2.2+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2440V2 1.9 GHz 8-Core Processor,,,8,1.9,2.4,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2440V2+1.9+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-7960X 2.8 GHz 16-Core OEM/Tray Processor,,$796.86,16,2.8,4.4,165,https://www.amazon.com/dp/B0775X4FFV?tag=bgfg-pc-builder-us-20
Intel Core i3-8300 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,N/A,62,https://www.amazon.com/s?k=Intel+Core+i3-8300+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i9-9820X 3.3 GHz 10-Core OEM/Tray Processor,,,10,3.3,4.1,165,https://www.amazon.com/s?k=Intel+Core+i9-9820X+3.3+GHz+10-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2134 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,4.5,71,https://www.amazon.com/s?k=Intel+Xeon+E-2134+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2244G 3.8 GHz Quad-Core OEM/Tray Processor,,,4,3.8,4.8,71,https://www.amazon.com/s?k=Intel+Xeon+E-2244G+3.8+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G6600 4.2 GHz Dual-Core OEM/Tray Processor,,,2,4.2,N/A,58,https://www.amazon.com/s?k=Intel+Pentium+Gold+G6600+4.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E6500 2.93 GHz Dual-Core Processor,,$95.71,2,2.93,N/A,65,https://www.amazon.com/dp/B002LM38YK?tag=bgfg-pc-builder-us-20
AMD Phenom II X4 940 Black 3 GHz Quad-Core Processor,,,4,3.0,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+940+Black+3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 955 Black 3.2 GHz Quad-Core Processor,4.5,,4,3.2,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+955+Black+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 965 Black (140W) 3.4 GHz Quad-Core Processor,,,4,3.4,N/A,140,https://www.amazon.com/s?k=AMD+Phenom+II+X4+965+Black+%28140W%29+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E2140 1.6 GHz Dual-Core OEM/Tray Processor,,,2,1.6,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E2140+1.6+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E3300 2.5 GHz Dual-Core Processor,,$64.78,2,2.5,N/A,65,https://www.amazon.com/dp/B002NZE2G8?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E4300 1.8 GHz Dual-Core OEM/Tray Processor,,,2,1.8,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E4300+1.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7500 2.93 GHz Dual-Core OEM/Tray Processor,,,2,2.93,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7500+2.93+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8300 2.83 GHz Dual-Core OEM/Tray Processor,,$119.95,2,2.83,N/A,65,https://www.amazon.com/dp/B001I4VJYS?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8500 3.16 GHz Dual-Core OEM/Tray Processor,,,2,3.16,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8500+3.16+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-670 3.46 GHz Dual-Core Processor,,,2,3.46,N/A,73,https://www.amazon.com/s?k=Intel+Core+i5-670+3.46+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8300 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8300+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 450 3.2 GHz Triple-Core Processor,4.7,,3,3.2,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+450+3.2+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 840 3.2 GHz Quad-Core Processor,4.3,,4,3.2,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X4+840+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G840 2.8 GHz Dual-Core Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+G840+2.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 631 2.6 GHz Quad-Core Processor,,,4,2.6,N/A,100,https://www.amazon.com/s?k=AMD+Athlon+II+X4+631+2.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G860 3 GHz Dual-Core Processor,4.6,$72.99,2,3.0,N/A,65,https://www.amazon.com/dp/B005LLBBSS?tag=bgfg-pc-builder-us-20
AMD FX-6100 3.3 GHz 6-Core OEM/Tray Processor,,,6,3.3,N/A,95,https://www.amazon.com/s?k=AMD+FX-6100+3.3+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 970 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+970+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G1620 2.7 GHz Dual-Core Processor,5.0,,2,2.7,N/A,55,https://www.amazon.com/s?k=Intel+Celeron+G1620+2.7+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD 5150 1.6 GHz Quad-Core OEM/Tray Processor,,,4,1.6,N/A,25,https://www.amazon.com/s?k=AMD+5150+1.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3450 3.4 GHz Dual-Core Processor,5.0,,2,3.4,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3450+3.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron 150 2.9 GHz Single-Core OEM/Tray Processor,,,1,2.9,N/A,45,https://www.amazon.com/s?k=AMD+Sempron+150+2.9+GHz+Single-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-4000 3 GHz Dual-Core OEM/Tray Processor,,,2,3.0,N/A,65,https://www.amazon.com/s?k=AMD+A4-4000+3+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 530 2 GHz Quad-Core OEM/Tray Processor,,,4,2.0,N/A,25,https://www.amazon.com/s?k=AMD+Athlon+X4+530+2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron X2 250 3.2 GHz Dual-Core OEM/Tray Processor,,,2,3.2,3.6,65,https://www.amazon.com/s?k=AMD+Sempron+X2+250+3.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X2 B59 3.4 GHz Dual-Core OEM/Tray Processor,3.0,,2,3.4,N/A,80,https://www.amazon.com/s?k=AMD+Phenom+II+X2+B59+3.4+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2609 V3 1.9 GHz 6-Core Processor,,,6,1.9,N/A,85,https://www.amazon.com/s?k=Intel+Xeon+E5-2609+V3+1.9+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630 V2 2.6 GHz 6-Core OEM/Tray Processor,,,6,2.6,3.1,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2630+V2+2.6+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-5775C 3.3 GHz Quad-Core OEM/Tray Processor,,$149.88,4,3.3,3.7,65,https://www.amazon.com/dp/B00YTV883C?tag=bgfg-pc-builder-us-20
Intel Core i3-6320 3.9 GHz Dual-Core OEM/Tray Processor,,,2,3.9,N/A,51,https://www.amazon.com/s?k=Intel+Core+i3-6320+3.9+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-6600T 2.7 GHz Quad-Core Processor,,,4,2.7,3.5,35,https://www.amazon.com/s?k=Intel+Core+i5-6600T+2.7+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G4500T 3 GHz Dual-Core OEM/Tray Processor,,,2,3.0,N/A,35,https://www.amazon.com/s?k=Intel+Pentium+G4500T+3+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2603 V4 1.7 GHz 6-Core Processor,,$185.37,6,1.7,N/A,85,https://www.amazon.com/dp/B01CNKEXDY?tag=bgfg-pc-builder-us-20
Intel Core i7-6900K 3.2 GHz 8-Core Processor,5.0,,8,3.2,3.7,140,https://www.amazon.com/s?k=Intel+Core+i7-6900K+3.2+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7350K 4.2 GHz Dual-Core OEM/Tray Processor,,,2,4.2,N/A,60,https://www.amazon.com/s?k=Intel+Core+i3-7350K+4.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
