name,rating,price,fan rpm,noise level,color,link
Prolimatech Basic 68 Ball Bearing CPU Cooler,,,600 - 1600 RPM,N/A,N/A,https://www.amazon.com/s?k=Prolimatech+Basic+68+Ball+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Prolimatech Basic 81 Ball Bearing CPU Cooler,,,600 - 1600 RPM,N/A,N/A,https://www.amazon.com/s?k=Prolimatech+Basic+81+Ball+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek Loki II 52 CFM CPU Cooler,,,1200 - 2800 RPM,20 - 28 dB,N/A,https://www.amazon.com/s?k=Xigmatek+Loki+II+52+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek Gaia II 56.3 CFM CPU Cooler,5.0,,800 - 1500 RPM,16 - 24 dB,N/A,https://www.amazon.com/s?k=Xigmatek+Gaia+II+56.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Evercool TRANSFORMER S CPU Cooler,,,2200 RPM,20 dB,N/A,https://www.amazon.com/s?k=Evercool+TRANSFORMER+S+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master TPC 812XS 58.4 CFM Sleeve Bearing CPU Cooler,,,500 - 1600 RPM,8 - 30 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+TPC+812XS+58.4+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake BigTyp Revo. 85.16 CFM CPU Cooler,,,800 - 1800 RPM,20 dB,N/A,https://www.amazon.com/s?k=Thermaltake+BigTyp+Revo.+85.16+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek Dark Knight SD1483 Frostbourne 90.3 CFM CPU Cooler,,,800 - 1200 RPM,18 dB,N/A,https://www.amazon.com/s?k=Xigmatek+Dark+Knight+SD1483+Frostbourne+90.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
SilentiumPC Grandis XE1236 55 CFM CPU Cooler,,,500 - 1500 RPM,21 dB,N/A,https://www.amazon.com/s?k=SilentiumPC+Grandis+XE1236+55+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Swiftech H140-X 90 CFM Liquid CPU Cooler,,,700 - 1800 RPM,8.3 - 28.8 dB,N/A,https://www.amazon.com/s?k=Swiftech+H140-X+90+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone TD03-LITE 92.5 CFM Liquid CPU Cooler,,,1500 - 2500 RPM,18 - 35 dB,N/A,https://www.amazon.com/s?k=Silverstone+TD03-LITE+92.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK PALLAS Black 56.55 CFM Sleeve Bearing CPU Cooler,,,650 - 1400 RPM,28 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+PALLAS+Black+56.55+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Gelid Solutions Polar 29.6 CFM CPU Cooler,,,1400 - 2000 RPM,16 - 28.9 dB,N/A,https://www.amazon.com/s?k=Gelid+Solutions+Polar+29.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone TD03-SLIM 35.85 CFM Liquid CPU Cooler,,,800 - 2200 RPM,16.5 - 27.4 dB,N/A,https://www.amazon.com/s?k=Silverstone+TD03-SLIM+35.85+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer A32 CPU Cooler,,,N/A,N/A,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+A32+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-40 44.3 CFM CPU Cooler,,,300 - 2500 RPM,14 - 33 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-40+44.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-40PRO 44.3 CFM CPU Cooler,,,300 - 2500 RPM,14 - 33 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-40PRO+44.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-50 53.6 CFM CPU Cooler,,,600 - 1600 RPM,13.8 - 30.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-50+53.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Gelid Solutions Antarctica 80.6 CFM CPU Cooler,,,450 - 4500 RPM,27.8 dB,N/A,https://www.amazon.com/s?k=Gelid+Solutions+Antarctica+80.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer i11 CO 74 CFM CPU Cooler,,,500 - 2000 RPM,N/A,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+i11+CO+74+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FI-REEX 60.7 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+FI-REEX+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FI-VC 38.95 CFM CPU Cooler,,,1600 RPM,21 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+FI-VC+38.95+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FI-VC Twin 76.8 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 32.6 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+FI-VC+Twin+76.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-25i 21.8 CFM Ball Bearing CPU Cooler,,,800 - 2700 RPM,14 - 23 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-25i+21.8+CFM+Ball+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-203 60.7 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-203+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-203K 60.7 CFM CPU Cooler,,,1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-203K+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-204K 60.7 CFM CPU Cooler,5.0,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-204K+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-205 76.8 CFM CPU Cooler,,,1600 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-205+76.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213 56 CFM CPU Cooler,,,800 - 1600 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213+56+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213i 56 CFM CPU Cooler,,,800 - 1600 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213i+56+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-214i 60.7 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-214i+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-802 28.7 CFM CPU Cooler,,,2200 RPM,23.3 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-802+28.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Macho X2 Limited Edition CPU Cooler,5.0,,800 RPM,15 dB,N/A,https://www.amazon.com/s?k=Thermalright+Macho+X2+Limited+Edition+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noctua NH-U9DO A3 64.3 CFM CPU Cooler,,,1000 - 1600 RPM,7.9 - 17.6 dB,N/A,https://www.amazon.com/s?k=Noctua+NH-U9DO+A3+64.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Ouranos 92.4 CFM CPU Cooler,,,300 - 1700 RPM,5.8 - 36.4 dB,N/A,https://www.amazon.com/s?k=Reeven+Ouranos+92.4+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Chrono Guard 55.55 CFM Sleeve Bearing CPU Cooler,4.0,,300 - 2500 RPM,7.2 - 31.1 dB,N/A,https://www.amazon.com/s?k=Reeven+Chrono+Guard+55.55+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Arcziel 55.55 CFM Sleeve Bearing CPU Cooler,,,300 - 2500 RPM,7.2 - 31.1 dB,N/A,https://www.amazon.com/s?k=Reeven+Arcziel+55.55+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Brontes 30.39 CFM CPU Cooler,,,650 - 2200 RPM,10.5 - 31.67 dB,N/A,https://www.amazon.com/s?k=Reeven+Brontes+30.39+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Hans RC-1205n 82.1 CFM CPU Cooler,,,300 - 1500 RPM,4 - 29.8 dB,N/A,https://www.amazon.com/s?k=Reeven+Hans+RC-1205n+82.1+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Hans 82.1 CFM Sleeve Bearing CPU Cooler,,,300 - 1500 RPM,4 - 29.8 dB,N/A,https://www.amazon.com/s?k=Reeven+Hans+82.1+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Steropes 45.47 CFM CPU Cooler,,,500 - 2000 RPM,9.32 - 33.67 dB,N/A,https://www.amazon.com/s?k=Reeven+Steropes+45.47+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake Riing Silent 12 Pro Red 53 CFM CPU Cooler,,,300 - 1400 RPM,12 - 19 dB,N/A,https://www.amazon.com/s?k=Thermaltake+Riing+Silent+12+Pro+Red+53+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCKDT-1000 24.82 CFM CPU Cooler,,,800 - 3300 RPM,8.2 - 32.5 dB,N/A,https://www.amazon.com/s?k=Scythe+SCKDT-1000+24.82+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Alpenföhn Matterhorn Rev. C – Black Edition 62.39 CFM CPU Cooler,,,500 - 1500 RPM,18.2 dB,N/A,https://www.amazon.com/s?k=Alpenf%C3%B6hn+Matterhorn+Rev.+C+%E2%80%93+Black+Edition+62.39+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Alpenföhn Panorama rev.B 22.36 CFM CPU Cooler,,,900 - 2000 RPM,14 - 22.1 dB,N/A,https://www.amazon.com/s?k=Alpenf%C3%B6hn+Panorama+rev.B+22.36+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master Seidon 240P 95 CFM Liquid CPU Cooler,,,800 - 2400 RPM,12 - 35 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+Seidon+240P+95+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooltek LP53 CPU Cooler,,,1000 - 2100 RPM,16 - 27.1 dB,N/A,https://www.amazon.com/s?k=Cooltek+LP53+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-40V3 44.3 CFM CPU Cooler,,,600 - 2500 RPM,14 - 33 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-40V3+44.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Enermax LiqTech TR4 240 102.17 CFM Liquid CPU Cooler,4.0,,500 - 2300 RPM,14 - 28 dB,N/A,https://www.amazon.com/s?k=Enermax+LiqTech+TR4+240+102.17+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
FSP Group Windale 6 60 CFM CPU Cooler,,,600 - 1600 RPM,32 dB,N/A,https://www.amazon.com/s?k=FSP+Group+Windale+6+60+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Enermax ETS-N30R-TAA 50.8 CFM CPU Cooler,5.0,,800 - 2800 RPM,16 - 27 dB,N/A,https://www.amazon.com/s?k=Enermax+ETS-N30R-TAA+50.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK LETO W 67 CFM CPU Cooler,,,800 - 1800 RPM,29 dB,Black / Blue,https://www.amazon.com/s?k=RAIJINTEK+LETO+W+67+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCIOR-1000 43.74 CFM CPU Cooler,,,300 - 1800 RPM,4.5 - 26.7 dB,Black / Silver,https://www.amazon.com/s?k=Scythe+SCIOR-1000+43.74+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Jonsbo CR-201 HIVES (White) 40 CFM CPU Cooler,,,800 - 1600 RPM,18 - 26.1 dB,White,https://www.amazon.com/s?k=Jonsbo+CR-201+HIVES+%28White%29+40+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
GameMax Iceberg 120 ARGB 36 CFM Liquid CPU Cooler,,,1100 RPM,25 dB,Black,https://www.amazon.com/s?k=GameMax+Iceberg+120+ARGB+36+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Enermax Liqtech II 280 80.71 CFM Liquid CPU Cooler,,,500 - 1500 RPM,14 - 25 dB,Black,https://www.amazon.com/s?k=Enermax+Liqtech+II+280+80.71+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone Tundra TD02-SLIM-V2 35.85 CFM Liquid CPU Cooler,,,800 - 2200 RPM,16.5 - 27.4 dB,Black / White,https://www.amazon.com/s?k=Silverstone+Tundra+TD02-SLIM-V2+35.85+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master GeminII M5 LED 50.43 CFM CPU Cooler,,,500 - 1600 RPM,31 dB,Black / Silver,https://www.amazon.com/s?k=Cooler+Master+GeminII+M5+LED+50.43+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
upHere ACC92CF 49.7 CFM CPU Cooler,,,600 - 1700 RPM,16.1 - 27.7 dB,Black,https://www.amazon.com/s?k=upHere+ACC92CF+49.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
upHere ACC92RD 49.7 CFM CPU Cooler,,,600 - 1700 RPM,16.1 - 27.7 dB,Black,https://www.amazon.com/s?k=upHere+ACC92RD+49.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Dynatron K987 CPU Cooler,,,1200 - 2800 RPM,16.08 - 34.48 dB,Black / Silver,https://www.amazon.com/s?k=Dynatron+K987+CPU+Cooler&tag=bgfg-pc-builder-us-20
Alpenföhn Brocken 3 60.62 CFM CPU Cooler,,,400 - 1050 RPM,22 dB,White,https://www.amazon.com/s?k=Alpenf%C3%B6hn+Brocken+3+60.62+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK Orcus 120 42.17 CFM Liquid CPU Cooler,,,800 - 1800 RPM,23 dB,Black,https://www.amazon.com/s?k=RAIJINTEK+Orcus+120+42.17+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK Orcus 240 42.17 CFM Liquid CPU Cooler,,,800 - 1800 RPM,23 dB,Black,https://www.amazon.com/s?k=RAIJINTEK+Orcus+240+42.17+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK Orcus 120 RGW 35.8 CFM Liquid CPU Cooler,,$59.99,400 - 1800 RPM,28 dB,Black,https://www.amazon.com/dp/B07NW8XWTV?tag=bgfg-pc-builder-us-20
Apacer ZADAK Spark 240 46.34 CFM Liquid CPU Cooler,,,500 - 1800 RPM,18 - 25 dB,Black,https://www.amazon.com/s?k=Apacer+ZADAK+Spark+240+46.34+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS CHIONE M2 48.16 CFM Liquid CPU Cooler,,,1200 - 2400 RPM,N/A,Black,https://www.amazon.com/s?k=GAMDIAS+CHIONE+M2+48.16+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DK-15 42.35 CFM CPU Cooler,,,2200 RPM,28.5 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-15+42.35+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-904TWIN 38.5 CFM CPU Cooler,,,600 - 2200 RPM,14 - 23.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-904TWIN+38.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-207-TRX BLACK 76.16 CFM CPU Cooler,,,700 - 1800 RPM,15.2 - 35.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-207-TRX+BLACK+76.16+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-214V3 71.2 CFM CPU Cooler,,,600 - 2200 RPM,14 - 35 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-214V3+71.2+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213V3-R 56 CFM CPU Cooler,,,500 - 1600 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213V3-R+56+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213V3-B 56 CFM CPU Cooler,,,500 - 1600 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213V3-B+56+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213V2-B Lite 58.4 CFM CPU Cooler,,,1600 RPM,26.4 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213V2-B+Lite+58.4+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213 RAINBOW 56 CFM CPU Cooler,,,500 - 1600 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-213+RAINBOW+56+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING HUNTER VC-3D 76.8 CFM CPU Cooler,,,800 - 1600 RPM,16.8 - 32.6 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+HUNTER+VC-3D+76.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING HUNTER VC-TWIN 60.7 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+HUNTER+VC-TWIN+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DASHFLOW 240 56.5 CFM Liquid CPU Cooler,,,900 - 2000 RPM,16 - 31.5 dB,Black,https://www.amazon.com/s?k=ID-COOLING+DASHFLOW+240+56.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master GeminII M4 58.4 CFM CPU Cooler,,,500 - 1600 RPM,8 - 30 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+GeminII+M4+58.4+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright TA120 EX 82 CFM CPU Cooler,,$15.90,1850 RPM,29.6 dB,Silver / Gray,https://www.amazon.com/dp/B08S78X9SV?tag=bgfg-pc-builder-us-20
Jonsbo HX6210 45.52 CFM CPU Cooler,,,800 - 2300 RPM,20 - 31.6 dB,White,https://www.amazon.com/s?k=Jonsbo+HX6210+45.52+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Jonsbo HX6240 83.04 CFM CPU Cooler,,,700 - 1800 RPM,28 - 37.6 dB,Beige,https://www.amazon.com/s?k=Jonsbo+HX6240+83.04+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noua Siberus TR360 75 CFM Liquid CPU Cooler,,,800 - 1800 RPM,25 - 32 dB,Black,https://www.amazon.com/s?k=Noua+Siberus+TR360+75+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noua Siberus TR120 70 CFM Liquid CPU Cooler,,,800 - 1800 RPM,18 - 30 dB,Black,https://www.amazon.com/s?k=Noua+Siberus+TR120+70+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noua Siberus TR241 75 CFM Liquid CPU Cooler,,,800 - 1800 RPM,25 - 32 dB,White,https://www.amazon.com/s?k=Noua+Siberus+TR241+75+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Frozen Fusion 69 CFM Liquid CPU Cooler,,,2150 RPM,28.1 dB,Black,https://www.amazon.com/s?k=Thermalright+Frozen+Fusion+69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Evercool HPK-10025EA 62.11 CFM CPU Cooler,,,1800 RPM,23 dB,N/A,https://www.amazon.com/s?k=Evercool+HPK-10025EA+62.11+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone NT01-E CPU Cooler,,,N/A,0 dB,N/A,https://www.amazon.com/s?k=Silverstone+NT01-E+CPU+Cooler&tag=bgfg-pc-builder-us-20
Masscool 5W1081F1M3 40.21 CFM CPU Cooler,,,2400 RPM,31 dB,N/A,https://www.amazon.com/s?k=Masscool+5W1081F1M3+40.21+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Masscool 8W501B1M3G 41.15 CFM Ball Bearing CPU Cooler,,$12.00,2400 RPM,26.2 dB,N/A,https://www.amazon.com/dp/B000LV9RTI?tag=bgfg-pc-builder-us-20
Masscool 8WA743 51.21 CFM CPU Cooler,2.0,,800 - 2800 RPM,20 - 34 dB,N/A,https://www.amazon.com/s?k=Masscool+8WA743+51.21+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Masscool 8WT15-38 42 CFM CPU Cooler,5.0,,2400 RPM,30 dB,N/A,https://www.amazon.com/s?k=Masscool+8WT15-38+42+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Rosewill RCX-Z2 44.26 CFM Ball Bearing CPU Cooler,,,500 - 3400 RPM,17 - 34.2 dB,N/A,https://www.amazon.com/s?k=Rosewill+RCX-Z2+44.26+CFM+Ball+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCMG-2100 74.25 CFM Sleeve Bearing CPU Cooler,,,N/A,26.5 dB,N/A,https://www.amazon.com/s?k=Scythe+SCMG-2100+74.25+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCNJ-3000 110.31 CFM Sleeve Bearing CPU Cooler,,,470 - 1900 RPM,9.8 - 27.3 dB,N/A,https://www.amazon.com/s?k=Scythe+SCNJ-3000+110.31+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCRT-1000 110.31 CFM Sleeve Bearing CPU Cooler,,,470 - 1900 RPM,9.8 - 27.3 dB,N/A,https://www.amazon.com/s?k=Scythe+SCRT-1000+110.31+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCSMZ-2000 55.55 CFM Sleeve Bearing CPU Cooler,,,300 - 2500 RPM,7.2 - 31.07 dB,N/A,https://www.amazon.com/s?k=Scythe+SCSMZ-2000+55.55+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCYS-1000 110.31 CFM Sleeve Bearing CPU Cooler,,,470 - 1900 RPM,7.05 - 27.3 dB,N/A,https://www.amazon.com/s?k=Scythe+SCYS-1000+110.31+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone NT06-E CPU Cooler,3.3,,N/A,0 dB,N/A,https://www.amazon.com/s?k=Silverstone+NT06-E+CPU+Cooler&tag=bgfg-pc-builder-us-20
Zalman CNPS8000A Ball Bearing CPU Cooler,,,1400 - 2600 RPM,20 - 30 dB,N/A,https://www.amazon.com/s?k=Zalman+CNPS8000A+Ball+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Zalman CNPS5X SZ CPU Cooler,,,1400 - 2800 RPM,20 - 32 dB,N/A,https://www.amazon.com/s?k=Zalman+CNPS5X+SZ+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek Balder SD1283 89.45 CFM CPU Cooler,,,1000 - 2200 RPM,28 dB,N/A,https://www.amazon.com/s?k=Xigmatek+Balder+SD1283+89.45+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek D982 25.2 CFM Rifle Bearing CPU Cooler,,,1500 - 2500 RPM,22 dB,N/A,https://www.amazon.com/s?k=Xigmatek+D982+25.2+CFM+Rifle+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek EP-CD903 61.25 CFM Sleeve Bearing CPU Cooler,,,1200 - 2500 RPM,28 dB,N/A,https://www.amazon.com/s?k=Xigmatek+EP-CD903+61.25+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek HDT-S1283 56.3 CFM Rifle Bearing CPU Cooler,,,800 - 1500 RPM,20 - 32 dB,N/A,https://www.amazon.com/s?k=Xigmatek+HDT-S1283+56.3+CFM+Rifle+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek HDT-SD964 54.6 CFM Rifle Bearing CPU Cooler,,,1200 - 2800 RPM,22 - 30 dB,N/A,https://www.amazon.com/s?k=Xigmatek+HDT-SD964+54.6+CFM+Rifle+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm CF800-MK III CPU Cooler,,,900 - 2600 RPM,30 dB,N/A,https://www.amazon.com/s?k=ZEROtherm+CF800-MK+III+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm CORE92 56.7 CFM CPU Cooler,,,900 - 2500 RPM,19.5 dB,N/A,https://www.amazon.com/s?k=ZEROtherm+CORE92+56.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm Nirvana NV120 PWM 60 CFM CPU Cooler,,,900 - 1800 RPM,30 dB,N/A,https://www.amazon.com/s?k=ZEROtherm+Nirvana+NV120+PWM+60+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm ZT-10D Fanless CPU Cooler,,,N/A,0 dB,N/A,https://www.amazon.com/s?k=ZEROtherm+ZT-10D+Fanless+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm ZT-10D Smart CPU Cooler,,,N/A,N/A,N/A,https://www.amazon.com/s?k=ZEROtherm+ZT-10D+Smart+CPU+Cooler&tag=bgfg-pc-builder-us-20
ZEROtherm ZT-560D Sleeve Bearing CPU Cooler,,,900 - 2300 RPM,30 dB,N/A,https://www.amazon.com/s?k=ZEROtherm+ZT-560D+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xigmatek HDT-S1284F 56.3 CFM CPU Cooler,,,800 - 1500 RPM,16 - 24 dB,N/A,https://www.amazon.com/s?k=Xigmatek+HDT-S1284F+56.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Antec Performance Max CPU Cooler,,,N/A,N/A,N/A,https://www.amazon.com/s?k=Antec+Performance+Max+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master DI5-9HDSC-A1-GP 43 CFM Rifle Bearing CPU Cooler,,,2200 RPM,23.8 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+DI5-9HDSC-A1-GP+43+CFM+Rifle+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCMN-2000 92.4 CFM Sleeve Bearing CPU Cooler,,,500 - 1700 RPM,9.6 - 36.4 dB,N/A,https://www.amazon.com/s?k=Scythe+SCMN-2000+92.4+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
