name,rating,price,chipset,memory,core clock,boost clock,color,length,link
MSI GeForce RTX 3060 Ventus 2X 12G GeForce RTX 3060 12 GB Graphics Card,4.5,$365.48,GeForce RTX 3060,12 GB,1320 MHz,1777 MHz,Black,235 mm,https://www.amazon.com/dp/B08WPRMVWB?tag=bgfg-pc-builder-us-20
MSI VENTUS 2X BLACK OC GeForce RTX 4060 8 GB Video Card,,$299.00,GeForce RTX 4060,8 GB,1830 MHz,2505 MHz,Black,199 mm,https://www.amazon.com/dp/B0C8BPW1SP?tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,5.0,$839.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2670 MHz,Black,305 mm,https://www.amazon.com/dp/B0CQPXD5WD?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 5090 32 GB Video Card,,,GeForce RTX 5090,32 GB,2017 MHz,2407 MHz,Black / Silver,304 mm,https://www.amazon.com/s?k=NVIDIA+Founders+Edition+GeForce+RTX+5090+32+GB+Video+Card&tag=bgfg-pc-builder-us-20
ASRock Challenger D Radeon RX 6600 8 GB Graphics Card,4.6,$249.99,Radeon RX 6600,8 GB,1626 MHz,N/A,Black,269 mm,https://www.amazon.com/s?k=ASRock+Challenger+D+Radeon+RX+6600+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC Radeon RX 7700 XT 12 GB Video Card,4.0,$439.99,Radeon RX 7700 XT,12 GB,1700 MHz,2599 MHz,Black,302 mm,https://www.amazon.com/dp/B0CGC5P7H3?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC Radeon RX 7600 XT 16 GB Video Card,,$329.99,Radeon RX 7600 XT,16 GB,1720 MHz,N/A,Black / Gray,281 mm,https://www.amazon.com/dp/B0CSVJZNNX?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC GeForce RTX 4070 SUPER 12 GB Video Card,,$599.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2505 MHz,Black,261 mm,https://www.amazon.com/dp/B0CSJV61BN?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC Radeon RX 7800 XT 16 GB Video Card,5.0,$549.99,Radeon RX 7800 XT,16 GB,1295 MHz,2565 MHz,Black,302 mm,https://www.amazon.com/dp/B0CGHQ32S2?tag=bgfg-pc-builder-us-20
MSI VENTUS 2X OC GeForce RTX 4070 12 GB Video Card,5.0,$599.99,GeForce RTX 4070,12 GB,1920 MHz,2520 MHz,Silver / Black,242 mm,https://www.amazon.com/s?k=MSI+VENTUS+2X+OC+GeForce+RTX+4070+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus ROG STRIX GAMING OC GeForce RTX 4090 24 GB Video Card,4.0,$1999.99,GeForce RTX 4090,24 GB,2235 MHz,2640 MHz,Black,358 mm,https://www.amazon.com/dp/B0BGT61797?tag=bgfg-pc-builder-us-20
MSI VENTUS 3X OC GeForce RTX 4080 SUPER 16 GB Video Card,5.0,$1029.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2595 MHz,Black,322 mm,https://www.amazon.com/dp/B0CSZBB691?tag=bgfg-pc-builder-us-20
Asus DUAL EVO OC GeForce RTX 4070 SUPER 12 GB Video Card,,,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2550 MHz,Black,227 mm,https://www.amazon.com/s?k=Asus+DUAL+EVO+OC+GeForce+RTX+4070+SUPER+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 4080 SUPER 16 GB Video Card,,$1099.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2640 MHz,Black,348 mm,https://www.amazon.com/dp/B0CQPZTRL3?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC GeForce RTX 4060 8 GB Video Card,,$299.99,GeForce RTX 4060,8 GB,1830 MHz,N/A,Black,192 mm,https://www.amazon.com/dp/B0C8JZNLZL?tag=bgfg-pc-builder-us-20
XFX Speedster QICK 319 Core Radeon RX 6750 XT 12 GB Graphics Card,,$399.99,Radeon RX 6750 XT,12 GB,2150 MHz,2600 MHz,Black,323 mm,https://www.amazon.com/dp/B0B34M1YLW?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 4090 24 GB Video Card,5.0,$2498.98,GeForce RTX 4090,24 GB,2230 MHz,2520 MHz,Black / Silver,304 mm,https://www.amazon.com/dp/B0BJFRT43X?tag=bgfg-pc-builder-us-20
Sapphire PULSE Radeon RX 7800 XT 16 GB Video Card,5.0,$539.99,Radeon RX 7800 XT,16 GB,1295 MHz,N/A,Black / Red,280 mm,https://www.amazon.com/dp/B0CFWM1LNH?tag=bgfg-pc-builder-us-20
PNY VCNRTX6000ADA-PB RTX 6000 Ada Generation 48 GB Video Card,,$8562.99,RTX 6000 Ada Generation,48 GB,915 MHz,2505 MHz,Black / Gold,267 mm,https://www.amazon.com/s?k=PNY+VCNRTX6000ADA-PB+RTX+6000+Ada+Generation+48+GB+Video+Card&tag=bgfg-pc-builder-us-20
XFX Speedster QICK 319 Core Radeon RX 7800 XT 16 GB Video Card,4.5,$519.99,Radeon RX 7800 XT,16 GB,1295 MHz,2430 MHz,Black,335 mm,https://www.amazon.com/dp/B0CGM92TW8?tag=bgfg-pc-builder-us-20
XFX Speedster MERC 310 Black Edition Radeon RX 7900 XTX 24 GB Video Card,,$1149.99,Radeon RX 7900 XTX,24 GB,2300 MHz,2615 MHz,Black / Silver,344 mm,https://www.amazon.com/dp/B0BNLSW23M?tag=bgfg-pc-builder-us-20
XFX Speedster MERC 310 Radeon RX 7900 XT 20 GB Video Card,,$949.99,Radeon RX 7900 XT,20 GB,2000 MHz,2535 MHz,Black / Silver,344 mm,https://www.amazon.com/dp/B0BNLT17XQ?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC GeForce RTX 4070 12 GB Video Card,5.0,$599.99,GeForce RTX 4070,12 GB,1920 MHz,2490 MHz,Black,261 mm,https://www.amazon.com/dp/B0BZHCQ6PF?tag=bgfg-pc-builder-us-20
Asus DUAL EVO OC GeForce RTX 4060 Ti 16 GB Video Card,,$449.99,GeForce RTX 4060 Ti,16 GB,2310 MHz,2625 MHz,Black,227 mm,https://www.amazon.com/s?k=Asus+DUAL+EVO+OC+GeForce+RTX+4060+Ti+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
XFX GTR XXX Radeon RX 580 8 GB Graphics Card,4.7,$149.99,Radeon RX 580,8 GB,1366 MHz,1386 MHz,Black / Red,270 mm,https://www.amazon.com/s?k=XFX+GTR+XXX+Radeon+RX+580+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI VENTUS 2X OC GeForce RTX 4070 SUPER 12 GB Video Card,5.0,$619.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2520 MHz,White,242 mm,https://www.amazon.com/dp/B0CS77KMC2?tag=bgfg-pc-builder-us-20
Sapphire PULSE Radeon RX 7900 XT 20 GB Video Card,,,Radeon RX 7900 XT,20 GB,2000 MHz,2450 MHz,Black / Red,313 mm,https://www.amazon.com/s?k=Sapphire+PULSE+Radeon+RX+7900+XT+20+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus Dual GeForce RTX 3060 V2 OC Edition GeForce RTX 3060 12 GB Graphics Card,,$409.99,GeForce RTX 3060,12 GB,1320 MHz,1867 MHz,Black,200 mm,https://www.amazon.com/dp/B0985X2YR1?tag=bgfg-pc-builder-us-20
ASRock Challenger Radeon RX 6600 8 GB Video Card,,,Radeon RX 6600,8 GB,1626 MHz,2491 MHz,White,269 mm,https://www.amazon.com/s?k=ASRock+Challenger+Radeon+RX+6600+8+GB+Video+Card&tag=bgfg-pc-builder-us-20
MSI VENTUS 2X BLACK OC GeForce RTX 4060 Ti 16 GB Video Card,,$499.99,GeForce RTX 4060 Ti,16 GB,2310 MHz,2625 MHz,Black,199 mm,https://www.amazon.com/dp/B0CCG5S6LD?tag=bgfg-pc-builder-us-20
ASRock Challenger OC Arc B580 12 GB Video Card,4.5,,Arc B580,12 GB,2670 MHz,2740 MHz,Black,249 mm,https://www.amazon.com/s?k=ASRock+Challenger+OC+Arc+B580+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus ROG STRIX GAMING OC GeForce RTX 4090 24 GB Video Card,,,GeForce RTX 4090,24 GB,2235 MHz,2640 MHz,White,358 mm,https://www.amazon.com/s?k=Asus+ROG+STRIX+GAMING+OC+GeForce+RTX+4090+24+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte AERO OC GeForce RTX 4060 8 GB Video Card,,$329.99,GeForce RTX 4060,8 GB,1830 MHz,N/A,White,281 mm,https://www.amazon.com/dp/B0C8K3DFD9?tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 5080 16 GB Video Card,,,GeForce RTX 5080,16 GB,2300 MHz,N/A,Black / Silver,348 mm,https://www.amazon.com/s?k=Asus+TUF+GAMING+OC+GeForce+RTX+5080+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus ROG Astral OC GeForce RTX 5090 32 GB Video Card,,,GeForce RTX 5090,32 GB,2010 MHz,N/A,Black / Silver,358 mm,https://www.amazon.com/s?k=Asus+ROG+Astral+OC+GeForce+RTX+5090+32+GB+Video+Card&tag=bgfg-pc-builder-us-20
Sapphire PULSE Radeon RX 7900 XTX 24 GB Video Card,,,Radeon RX 7900 XTX,24 GB,2300 MHz,2525 MHz,Black / Red,313 mm,https://www.amazon.com/s?k=Sapphire+PULSE+Radeon+RX+7900+XTX+24+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus DUAL EVO OC GeForce RTX 4060 8 GB Video Card,5.0,$309.99,GeForce RTX 4060,8 GB,1830 MHz,2535 MHz,Black,227 mm,https://www.amazon.com/dp/B0CVPDY3HN?tag=bgfg-pc-builder-us-20
MSI VENTUS 2X OC GeForce RTX 3050 6GB 6 GB Video Card,,$423.00,GeForce RTX 3050 6GB,6 GB,1040 MHz,1492 MHz,Black,189 mm,https://www.amazon.com/dp/B0CSPNYB42?tag=bgfg-pc-builder-us-20
MSI GAMING X SLIM GeForce RTX 4070 SUPER 12 GB Video Card,,$649.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2655 MHz,Black,307 mm,https://www.amazon.com/dp/B0CS7MBND4?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE V2 GeForce RTX 4080 SUPER 16 GB Video Card,5.0,$999.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2550 MHz,Black,330 mm,https://www.amazon.com/dp/B0CSK2GHR8?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC Radeon RX 7600 8 GB Video Card,5.0,$264.99,Radeon RX 7600,8 GB,1720 MHz,2755 MHz,Black / Silver,282 mm,https://www.amazon.com/dp/B0C5DXJ165?tag=bgfg-pc-builder-us-20
MSI GAMING X SLIM GeForce RTX 4070 Ti SUPER 16 GB Video Card,5.0,$849.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2685 MHz,Black / Silver,307 mm,https://www.amazon.com/dp/B0CSGCTMT2?tag=bgfg-pc-builder-us-20
Asus ROG STRIX GAMING GeForce RTX 4080 SUPER 16 GB Video Card,5.0,$1249.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2580 MHz,White,358 mm,https://www.amazon.com/s?k=Asus+ROG+STRIX+GAMING+GeForce+RTX+4080+SUPER+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 4060 8 GB Video Card,,$319.99,GeForce RTX 4060,8 GB,1830 MHz,N/A,Black,281 mm,https://www.amazon.com/dp/B0C8KQRH32?tag=bgfg-pc-builder-us-20
Asus DUAL OC Radeon RX 7800 XT 16 GB Video Card,5.0,$494.99,Radeon RX 7800 XT,16 GB,1295 MHz,2520 MHz,Black,280 mm,https://www.amazon.com/dp/B0CQRVST38?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 4090 24 GB Video Card,4.8,$1719.98,GeForce RTX 4090,24 GB,2235 MHz,N/A,Black,340 mm,https://www.amazon.com/dp/B0BGP8FGNZ?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 5070 Ti 16 GB Video Card,,,GeForce RTX 5070 Ti,16 GB,2300 MHz,N/A,Black,340 mm,https://www.amazon.com/s?k=Gigabyte+GAMING+OC+GeForce+RTX+5070+Ti+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
XFX Quicksilver Magnetic Air Radeon RX 7800 XT 16 GB Video Card,,$509.99,Radeon RX 7800 XT,16 GB,1295 MHz,2430 MHz,White,337 mm,https://www.amazon.com/dp/B0D6NLRMB9?tag=bgfg-pc-builder-us-20
Sapphire NITRO+ Radeon RX 7900 XTX 24 GB Video Card,,,Radeon RX 7900 XTX,24 GB,2300 MHz,2680 MHz,Silver / Black,320 mm,https://www.amazon.com/s?k=Sapphire+NITRO%2B+Radeon+RX+7900+XTX+24+GB+Video+Card&tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 3060 Ti 8 GB Graphics Card,5.0,$399.99,GeForce RTX 3060 Ti,8 GB,1410 MHz,1670 MHz,Black / Silver,242 mm,https://www.amazon.com/s?k=NVIDIA+Founders+Edition+GeForce+RTX+3060+Ti+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI VENTUS 2X OC GeForce RTX 4070 SUPER 12 GB Video Card,,$599.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2520 MHz,Black,242 mm,https://www.amazon.com/dp/B0CS718XC3?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC Rev 2.0 GeForce RTX 3060 12GB 12 GB Video Card,,$299.99,GeForce RTX 3060 12GB,12 GB,1320 MHz,1792 MHz,Black,198 mm,https://www.amazon.com/dp/B0CLF23DXB?tag=bgfg-pc-builder-us-20
ASRock Phantom Gaming OC Radeon RX 7900 XTX 24 GB Video Card,,$1129.98,Radeon RX 7900 XTX,24 GB,2300 MHz,2615 MHz,Black,330 mm,https://www.amazon.com/s?k=ASRock+Phantom+Gaming+OC+Radeon+RX+7900+XTX+24+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus ROG STRIX GAMING OC GeForce RTX 4080 SUPER 16 GB Video Card,5.0,$1249.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2670 MHz,Black,358 mm,https://www.amazon.com/dp/B0CM5KLDYW?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,5.0,$799.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2625 MHz,Black,261 mm,https://www.amazon.com/dp/B0CSK393CR?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 5080 16 GB Video Card,,,GeForce RTX 5080,16 GB,2300 MHz,2620 MHz,Black / Gray,304 mm,https://www.amazon.com/s?k=NVIDIA+Founders+Edition+GeForce+RTX+5080+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
XFX Speedster SWFT 210 Radeon RX 6600 8 GB Graphics Card,4.8,$229.99,Radeon RX 6600,8 GB,1626 MHz,2491 MHz,Black,241 mm,https://www.amazon.com/dp/B09HHLX543?tag=bgfg-pc-builder-us-20
Asus DUAL EVO OC GeForce RTX 4070 12 GB Video Card,,$549.99,GeForce RTX 4070,12 GB,1920 MHz,2550 MHz,Black,227 mm,https://www.amazon.com/dp/B0CQRX9HPK?tag=bgfg-pc-builder-us-20
XFX Speedster QICK 319 BLACK Radeon RX 7700 XT 12 GB Video Card,3.0,$439.99,Radeon RX 7700 XT,12 GB,1700 MHz,2599 MHz,Black,335 mm,https://www.amazon.com/dp/B0CGMBYMY6?tag=bgfg-pc-builder-us-20
MSI VENTUS 3X OC GeForce RTX 4070 12 GB Video Card,5.0,$599.99,GeForce RTX 4070,12 GB,1920 MHz,N/A,Silver / Black,308 mm,https://www.amazon.com/dp/B0BZB6WJZJ?tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,5.0,$879.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2670 MHz,White,305 mm,https://www.amazon.com/dp/B0CSF9G5MJ?tag=bgfg-pc-builder-us-20
XFX Speedster SWFT 210 Core Radeon RX 6650 XT 8 GB Graphics Card,,$289.99,Radeon RX 6650 XT,8 GB,2055 MHz,2635 MHz,Black / Silver,241 mm,https://www.amazon.com/dp/B09ZLRDMXX?tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 4070 SUPER 12 GB Video Card,4.0,$689.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2595 MHz,Black,301 mm,https://www.amazon.com/dp/B0CQPZ1V9N?tag=bgfg-pc-builder-us-20
PowerColor Hellhound Radeon RX 7900 XT 20 GB Video Card,,$909.98,Radeon RX 7900 XT,20 GB,2000 MHz,2500 MHz,Black,320 mm,https://www.amazon.com/s?k=PowerColor+Hellhound+Radeon+RX+7900+XT+20+GB+Video+Card&tag=bgfg-pc-builder-us-20
MSI RTX 3060 Ventus 3X 12G OC GeForce RTX 3060 12 GB Graphics Card,5.0,$379.99,GeForce RTX 3060,12 GB,1320 MHz,1807 MHz,Black,316 mm,https://www.amazon.com/dp/B08WTFG5BX?tag=bgfg-pc-builder-us-20
PowerColor Fighter Radeon RX 6600 8 GB Graphics Card,4.7,$254.99,Radeon RX 6600,8 GB,1626 MHz,2491 MHz,Black,200 mm,https://www.amazon.com/dp/B09H3PY14M?tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce RTX 4090 24 GB Video Card,5.0,$1799.99,GeForce RTX 4090,24 GB,2235 MHz,2595 MHz,Black,348 mm,https://www.amazon.com/dp/B0BGV6LQYR?tag=bgfg-pc-builder-us-20
Asus ProArt OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,,$879.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2670 MHz,Black / Gold,300 mm,https://www.amazon.com/dp/B0CSF8G1PR?tag=bgfg-pc-builder-us-20
XFX RX-79GMERCB9 Radeon RX 7900 GRE 16 GB Video Card,,$569.99,Radeon RX 7900 GRE,16 GB,1270 MHz,2395 MHz,Black,335 mm,https://www.amazon.com/dp/B0CVNJLHXW?tag=bgfg-pc-builder-us-20
Asus PRIME OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,5.0,$1199.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2655 MHz,Black,300 mm,https://www.amazon.com/dp/B0DC1WFPZF?tag=bgfg-pc-builder-us-20
MSI GT 710 2GD3 LP GeForce GT 710 2 GB Graphics Card,4.3,$69.98,GeForce GT 710,2 GB,954 MHz,N/A,Black,146 mm,https://www.amazon.com/dp/B01DOFD0G8?tag=bgfg-pc-builder-us-20
Asus ProArt OC GeForce RTX 4080 SUPER 16 GB Video Card,,$1149.99,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2640 MHz,Black / Gold,300 mm,https://www.amazon.com/dp/B0CSZCV12L?tag=bgfg-pc-builder-us-20
MSI GAMING X SLIM GeForce RTX 4090 24 GB Video Card,,$2272.71,GeForce RTX 4090,24 GB,2235 MHz,2610 MHz,Black,322 mm,https://www.amazon.com/dp/B0CHBVHQRQ?tag=bgfg-pc-builder-us-20
XFX Speedster MERC 310 Black Edition Radeon RX 7900 XT 20 GB Video Card,,$979.99,Radeon RX 7900 XT,20 GB,2000 MHz,2560 MHz,Black / Silver,344 mm,https://www.amazon.com/dp/B0BNLSZDCX?tag=bgfg-pc-builder-us-20
Gigabyte EAGLE OC GeForce RTX 4060 8 GB Video Card,,$309.99,GeForce RTX 4060,8 GB,1830 MHz,N/A,Black,272 mm,https://www.amazon.com/dp/B0C8K441T1?tag=bgfg-pc-builder-us-20
ASRock Challenger OC Radeon RX 7800 XT 16 GB Video Card,5.0,$539.99,Radeon RX 7800 XT,16 GB,1295 MHz,2475 MHz,Black,267 mm,https://www.amazon.com/dp/B0CHK3929K?tag=bgfg-pc-builder-us-20
MSI RTX 4070 Ti SUPER 16G VENTUS 3X BLACK OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,,$799.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2655 MHz,N/A,322 mm,https://www.amazon.com/dp/B0D6ZN2P1J?tag=bgfg-pc-builder-us-20
MSI VENTUS XS OC GeForce GTX 1660 SUPER 6 GB Graphics Card,4.6,$239.99,GeForce GTX 1660 SUPER,6 GB,1530 MHz,1815 MHz,Black / Silver,204 mm,https://www.amazon.com/dp/B07ZHDZ1K6?tag=bgfg-pc-builder-us-20
ASRock Challenger D OC Radeon RX 6600 XT 8 GB Graphics Card,5.0,$269.99,Radeon RX 6600 XT,8 GB,1968 MHz,N/A,Black,269 mm,https://www.amazon.com/dp/B09BXDT96R?tag=bgfg-pc-builder-us-20
MSI VENTUS 3X OC GeForce RTX 4070 SUPER 12 GB Video Card,5.0,$629.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2520 MHz,Black,308 mm,https://www.amazon.com/s?k=MSI+VENTUS+3X+OC+GeForce+RTX+4070+SUPER+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 4070 SUPER 12 GB Video Card,5.0,$649.99,GeForce RTX 4070 SUPER,12 GB,1980 MHz,2565 MHz,Black,300 mm,https://www.amazon.com/dp/B0CSJWWDS7?tag=bgfg-pc-builder-us-20
PowerColor Hellhound OC Radeon RX 7800 XT 16 GB Video Card,5.0,$549.99,Radeon RX 7800 XT,16 GB,1295 MHz,2520 MHz,Black,322 mm,https://www.amazon.com/dp/B0CFPJY54Q?tag=bgfg-pc-builder-us-20
ASRock Taichi OC Radeon RX 7900 XTX 24 GB Video Card,,$1059.99,Radeon RX 7900 XTX,24 GB,2300 MHz,2680 MHz,White,345 mm,https://www.amazon.com/dp/B0C3TF9JTR?tag=bgfg-pc-builder-us-20
MSI VENTUS 2X BLACK OC GeForce RTX 4060 Ti 8 GB Video Card,,$399.99,GeForce RTX 4060 Ti,8 GB,2310 MHz,N/A,Black,199 mm,https://www.amazon.com/dp/B0C5B4XNWR?tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE OC V2 GeForce RTX 4070 12 GB Video Card,,$549.99,GeForce RTX 4070,12 GB,1920 MHz,2490 MHz,Black,261 mm,https://www.amazon.com/dp/B0DGGWZPZL?tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 3070 8 GB Graphics Card,4.6,$674.99,GeForce RTX 3070,8 GB,1500 MHz,1815 MHz,Black / Silver,286 mm,https://www.amazon.com/dp/B08KY266MG?tag=bgfg-pc-builder-us-20
Sapphire PURE Radeon RX 7800 XT 16 GB Video Card,4.6,$549.99,Radeon RX 7800 XT,16 GB,1295 MHz,2475 MHz,White,320 mm,https://www.amazon.com/dp/B0CFWRLDB5?tag=bgfg-pc-builder-us-20
ASRock Steel Legend OC Arc B580 12 GB Video Card,5.0,,Arc B580,12 GB,2670 MHz,2800 MHz,White / Gray,298 mm,https://www.amazon.com/s?k=ASRock+Steel+Legend+OC+Arc+B580+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
Zotac GAMING Twin Edge OC GeForce RTX 4060 8 GB Video Card,,$329.99,GeForce RTX 4060,8 GB,1830 MHz,2490 MHz,White,221 mm,https://www.amazon.com/dp/B0C91MZBPZ?tag=bgfg-pc-builder-us-20
Asus DUAL EVO OC GeForce RTX 4070 12 GB Video Card,,$569.99,GeForce RTX 4070,12 GB,1920 MHz,2550 MHz,White,227 mm,https://www.amazon.com/dp/B0D8RG693Z?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 5070 12 GB Video Card,,,GeForce RTX 5070,12 GB,2160 MHz,2510 MHz,Black / Gray,242 mm,https://www.amazon.com/s?k=NVIDIA+Founders+Edition+GeForce+RTX+5070+12+GB+Video+Card&tag=bgfg-pc-builder-us-20
XFX Speedster SWFT 210 Core Radeon RX 7600 8 GB Video Card,4.0,$257.99,Radeon RX 7600,8 GB,1875 MHz,2655 MHz,Black,241 mm,https://www.amazon.com/dp/B0C59RVD98?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 4070 12 GB Video Card,4.4,$569.00,GeForce RTX 4070,12 GB,1920 MHz,2480 MHz,Black / Silver,244 mm,https://www.amazon.com/dp/B0C3SPXZJ8?tag=bgfg-pc-builder-us-20
Asus ROG STRIX GAMING GeForce RTX 4090 24 GB Video Card,,,GeForce RTX 4090,24 GB,2235 MHz,2550 MHz,White,358 mm,https://www.amazon.com/s?k=Asus+ROG+STRIX+GAMING+GeForce+RTX+4090+24+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus ROG Astral OC GeForce RTX 5080 16 GB Video Card,,,GeForce RTX 5080,16 GB,2300 MHz,N/A,Black / Silver,358 mm,https://www.amazon.com/s?k=Asus+ROG+Astral+OC+GeForce+RTX+5080+16+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte GAMING OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,,$829.99,GeForce RTX 4070 Ti SUPER,16 GB,2340 MHz,2655 MHz,Black,300 mm,https://www.amazon.com/dp/B0CSJVCD3Y?tag=bgfg-pc-builder-us-20
Sapphire NITRO+ Radeon RX 7800 XT 16 GB Video Card,5.0,$589.99,Radeon RX 7800 XT,16 GB,1295 MHz,N/A,Black,320 mm,https://www.amazon.com/dp/B0CFX69R1R?tag=bgfg-pc-builder-us-20
NVIDIA Founders Edition GeForce RTX 4060 Ti 8 GB Video Card,5.0,$399.00,GeForce RTX 4060 Ti,8 GB,2310 MHz,2540 MHz,Black / Silver,244 mm,https://www.amazon.com/s?k=NVIDIA+Founders+Edition+GeForce+RTX+4060+Ti+8+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus DUAL OC Radeon RX 7700 XT 12 GB Video Card,,$419.99,Radeon RX 7700 XT,12 GB,1700 MHz,2599 MHz,Black,280 mm,https://www.amazon.com/dp/B0CQRWMYQF?tag=bgfg-pc-builder-us-20
PowerColor Fighter OC Radeon RX 7800 XT 16 GB Video Card,,$529.99,Radeon RX 7800 XT,16 GB,1295 MHz,2475 MHz,Black,290 mm,https://www.amazon.com/dp/B0CJGP4P4V?tag=bgfg-pc-builder-us-20
MSI N720-2GD5HLP GeForce GT 720 2 GB Graphics Card,,,GeForce GT 720,2 GB,797 MHz,N/A,Black,146 mm,https://www.amazon.com/s?k=MSI+N720-2GD5HLP+GeForce+GT+720+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI NTITAN Black 6GD5 GeForce GTX Titan Black 6 GB Graphics Card,,,GeForce GTX Titan Black,6 GB,889 MHz,980 MHz,Black / Silver,267 mm,https://www.amazon.com/s?k=MSI+NTITAN+Black+6GD5+GeForce+GTX+Titan+Black+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING Radeon R9 285 2 GB Graphics Card,,,Radeon R9 285,2 GB,973 MHz,N/A,Black / Red,260 mm,https://www.amazon.com/s?k=MSI+GAMING+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus ENGT740-OC-2GD5 GeForce GT 740 2 GB Graphics Card,,,GeForce GT 740,2 GB,1033 MHz,N/A,Black,173 mm,https://www.amazon.com/s?k=Asus+ENGT740-OC-2GD5+GeForce+GT+740+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
