name,rating,price,chipset,memory,core clock,boost clock,color,length,link
Diamond R9290XD54GV2 Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,1000 MHz,N/A,Black / Blue,309 mm,https://www.amazon.com/s?k=Diamond+R9290XD54GV2+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI TWIN FROZR GeForce GTX 750 2 GB Graphics Card,5.0,,GeForce GTX 750,2 GB,1059 MHz,1137 MHz,Black / Red,248 mm,https://www.amazon.com/s?k=MSI+TWIN+FROZR+GeForce+GTX+750+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond R5230D31G Radeon R5 230 1 GB Graphics Card,,,Radeon R5 230,1 GB,625 MHz,N/A,Black / Blue,170 mm,https://www.amazon.com/s?k=Diamond+R5230D31G+Radeon+R5+230+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX R5-230A-CLH2 Radeon R5 230 2 GB Graphics Card,,,Radeon R5 230,2 GB,625 MHz,N/A,Black,174 mm,https://www.amazon.com/s?k=XFX+R5-230A-CLH2+Radeon+R5+230+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA 01G-P3-3731-KR GeForce GT 730 1 GB Graphics Card,4.0,,GeForce GT 730,1 GB,902 MHz,N/A,Black / Green,144 mm,https://www.amazon.com/s?k=EVGA+01G-P3-3731-KR+GeForce+GT+730+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA FTW GeForce GT 740 2 GB Graphics Card,,,GeForce GT 740,2 GB,1202 MHz,N/A,Black / Silver,153 mm,https://www.amazon.com/s?k=EVGA+FTW+GeForce+GT+740+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus MATRIX Radeon R9 290X 4 GB Graphics Card,4.5,,Radeon R9 290X,4 GB,1050 MHz,N/A,Black / Red,297 mm,https://www.amazon.com/s?k=Asus+MATRIX+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond R9280XD53GX2C Radeon R9 280X 3 GB Graphics Card,,,Radeon R9 280X,3 GB,850 MHz,1000 MHz,Black / Red,309 mm,https://www.amazon.com/s?k=Diamond+R9280XD53GX2C+Radeon+R9+280X+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS IceQ Hybrid Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,1100 MHz,N/A,Black / Blue,275 mm,https://www.amazon.com/s?k=HIS+IceQ+Hybrid+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS IceQ X² Boost Radeon R9 270X 4 GB Graphics Card,,,Radeon R9 270X,4 GB,1000 MHz,1050 MHz,Black / Silver,210 mm,https://www.amazon.com/s?k=HIS+IceQ+X%C2%B2+Boost+Radeon+R9+270X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI N740-1GD5 GeForce GT 740 1 GB Graphics Card,4.0,,GeForce GT 740,1 GB,1006 MHz,N/A,Black / Blue,165 mm,https://www.amazon.com/s?k=MSI+N740-1GD5+GeForce+GT+740+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI N760-2GD5T/OC GeForce GTX 760 2 GB Graphics Card,,,GeForce GTX 760,2 GB,1059 MHz,1124 MHz,Black / Blue,260 mm,https://www.amazon.com/s?k=MSI+N760-2GD5T%2FOC+GeForce+GTX+760+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX R7-265A-CNJ4 Radeon R7 265 2 GB Graphics Card,,,Radeon R7 265,2 GB,900 MHz,925 MHz,Black / Silver,198 mm,https://www.amazon.com/s?k=XFX+R7-265A-CNJ4+Radeon+R7+265+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Dual-X Radeon R9 280 3 GB Graphics Card,5.0,,Radeon R9 280,3 GB,850 MHz,940 MHz,Black / Silver,261 mm,https://www.amazon.com/s?k=Sapphire+Dual-X+Radeon+R9+280+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY XLR8 GeForce GTX 780 3 GB Graphics Card,,,GeForce GTX 780,3 GB,902 MHz,954 MHz,Black / Silver,284 mm,https://www.amazon.com/s?k=PNY+XLR8+GeForce+GTX+780+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY XLR8 GeForce GTX 780 Ti 3 GB Graphics Card,5.0,,GeForce GTX 780 Ti,3 GB,875 MHz,928 MHz,Black / Silver,284 mm,https://www.amazon.com/s?k=PNY+XLR8+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Tri-X Radeon R9 280X 3 GB Graphics Card,4.6,,Radeon R9 280X,3 GB,1000 MHz,1100 MHz,Black / Orange,308 mm,https://www.amazon.com/s?k=Sapphire+Tri-X+Radeon+R9+280X+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Tri-X Radeon R9 280X 3 GB Graphics Card,,,Radeon R9 280X,3 GB,1000 MHz,1100 MHz,Black / Orange,308 mm,https://www.amazon.com/s?k=Sapphire+Tri-X+Radeon+R9+280X+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA 01G-P3-2722-KR GeForce GT 720 1 GB Graphics Card,,,GeForce GT 720,1 GB,797 MHz,N/A,Black / Green,167 mm,https://www.amazon.com/s?k=EVGA+01G-P3-2722-KR+GeForce+GT+720+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI N720-2GD3HLP GeForce GT 720 2 GB Graphics Card,,,GeForce GT 720,2 GB,797 MHz,N/A,Black,162 mm,https://www.amazon.com/s?k=MSI+N720-2GD3HLP+GeForce+GT+720+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY XLR8 GeForce GTX 780 3 GB Graphics Card,,,GeForce GTX 780,3 GB,863 MHz,902 MHz,Black / Silver,284 mm,https://www.amazon.com/s?k=PNY+XLR8+GeForce+GTX+780+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Dual-X Radeon R9 285 2 GB Graphics Card,4.0,,Radeon R9 285,2 GB,965 MHz,N/A,Black / Purple,264 mm,https://www.amazon.com/s?k=Sapphire+Dual-X+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-71202-20L GeForce GT 720 1 GB Graphics Card,,,GeForce GT 720,1 GB,797 MHz,N/A,Black,145 mm,https://www.amazon.com/s?k=Zotac+ZT-71202-20L+GeForce+GT+720+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor TurboDuo Radeon R7 260X 1 GB Graphics Card,,,Radeon R7 260X,1 GB,1075 MHz,N/A,Black / Red,220 mm,https://www.amazon.com/s?k=PowerColor+TurboDuo+Radeon+R7+260X+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX DD Radeon R9 285 2 GB Graphics Card,,,Radeon R9 285,2 GB,975 MHz,N/A,Black,220 mm,https://www.amazon.com/s?k=XFX+DD+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX DD Radeon R9 285 2 GB Graphics Card,4.5,,Radeon R9 285,2 GB,918 MHz,N/A,Black,220 mm,https://www.amazon.com/s?k=XFX+DD+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Club 3D royalAce Radeon R9 290 4 GB Graphics Card,5.0,,Radeon R9 290,4 GB,1040 MHz,N/A,Black / Red,308 mm,https://www.amazon.com/s?k=Club+3D+royalAce+Radeon+R9+290+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-70505-10P GeForce GTX 780 Ti 3 GB Graphics Card,,,GeForce GTX 780 Ti,3 GB,941 MHz,1006 MHz,Black / Orange,276 mm,https://www.amazon.com/s?k=Zotac+ZT-70505-10P+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GTX 980 4GD5 GeForce GTX 980 4 GB Graphics Card,5.0,,GeForce GTX 980,4 GB,1126 MHz,1216 MHz,Black / Silver,280 mm,https://www.amazon.com/s?k=MSI+GTX+980+4GD5+GeForce+GTX+980+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS Mini IceQ X² Radeon R9 285 2 GB Graphics Card,,,Radeon R9 285,2 GB,938 MHz,N/A,Black / Silver,210 mm,https://www.amazon.com/s?k=HIS+Mini+IceQ+X%C2%B2+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire 11215-04-40G Radeon R7 250 1 GB Graphics Card,5.0,,Radeon R7 250,1 GB,800 MHz,N/A,Silver,185 mm,https://www.amazon.com/s?k=Sapphire+11215-04-40G+Radeon+R7+250+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac AMP Extreme GeForce GTX 980 4 GB Graphics Card,4.0,$316.31,GeForce GTX 980,4 GB,1291 MHz,1393 MHz,Black / Silver,300 mm,https://www.amazon.com/dp/B00NQ86IRW?tag=bgfg-pc-builder-us-20
HIS IceQ X² Radeon R9 285 2 GB Graphics Card,,,Radeon R9 285,2 GB,938 MHz,N/A,Black / Silver,270 mm,https://www.amazon.com/s?k=HIS+IceQ+X%C2%B2+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZONE GeForce GTX 750 1 GB Graphics Card,,,GeForce GTX 750,1 GB,1033 MHz,1111 MHz,Black / Silver,N/A,https://www.amazon.com/s?k=Zotac+ZONE+GeForce+GTX+750+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-71103-10L GeForce GT 730 2 GB Graphics Card,,,GeForce GT 730,2 GB,700 MHz,N/A,Black / Orange,N/A,https://www.amazon.com/s?k=Zotac+ZT-71103-10L+GeForce+GT+730+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AXR9 280X 3GBD5-2DHE/OC Radeon R9 280X 3 GB Graphics Card,,,Radeon R9 280X,3 GB,880 MHz,1030 MHz,Black / Red,270 mm,https://www.amazon.com/s?k=PowerColor+AXR9+280X+3GBD5-2DHE%2FOC+Radeon+R9+280X+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor TurboDuo Radeon R9 290X 4 GB Graphics Card,5.0,,Radeon R9 290X,4 GB,1030 MHz,N/A,Black / Red,267 mm,https://www.amazon.com/s?k=PowerColor+TurboDuo+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor PCS+ Radeon R9 290X 8 GB Graphics Card,,,Radeon R9 290X,8 GB,1030 MHz,N/A,Black / Silver,292 mm,https://www.amazon.com/s?k=PowerColor+PCS%2B+Radeon+R9+290X+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
AMD FirePro 2460 FirePro 2460 512 MB Graphics Card,,$226.99,FirePro 2460,0.5 GB,N/A,N/A,Black / Red,N/A,https://www.amazon.com/dp/B003NVTGVM?tag=bgfg-pc-builder-us-20
AMD FirePro 2450 FirePro 2450 512 MB Graphics Card,,$119.99,FirePro 2450,0.5 GB,600 MHz,N/A,Black / Red,170 mm,https://www.amazon.com/dp/B00J0DV9L2?tag=bgfg-pc-builder-us-20
AMD FirePro S9150 FirePro S9150 16 GB Graphics Card,,,FirePro S9150,16 GB,900 MHz,N/A,Black / White,267 mm,https://www.amazon.com/s?k=AMD+FirePro+S9150+FirePro+S9150+16+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V8800 FirePro V8800 2 GB Graphics Card,,,FirePro V8800,2 GB,825 MHz,N/A,Black / Red,267 mm,https://www.amazon.com/s?k=ATI+FirePro+V8800+FirePro+V8800+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V3800 FirePro V3800 512 MB Graphics Card,,$285.00,FirePro V3800,0.5 GB,650 MHz,N/A,Black / Red,168 mm,https://www.amazon.com/dp/B003N122EK?tag=bgfg-pc-builder-us-20
ATI FirePro 2460 FirePro 2460 512 MB Graphics Card,,$226.99,FirePro 2460,0.5 GB,600 MHz,N/A,Black / Red,170 mm,https://www.amazon.com/dp/B003NVTGVM?tag=bgfg-pc-builder-us-20
ATI FirePro 2270 FirePro 2270 512 MB Graphics Card,,$99.98,FirePro 2270,0.5 GB,600 MHz,N/A,Black / Red,170 mm,https://www.amazon.com/dp/B004NBZ8BS?tag=bgfg-pc-builder-us-20
ATI FirePro R5000 FirePro R5000 2 GB Graphics Card,,,FirePro R5000,2 GB,825 MHz,N/A,Black / Red,279 mm,https://www.amazon.com/s?k=ATI+FirePro+R5000+FirePro+R5000+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro W600 FirePro W600 2 GB Graphics Card,,,FirePro W600,2 GB,600 MHz,N/A,Black / Red,163 mm,https://www.amazon.com/s?k=ATI+FirePro+W600+FirePro+W600+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro W5000 DVI FirePro W5000 2 GB Graphics Card,,,FirePro W5000,2 GB,825 MHz,N/A,Black / Red,191 mm,https://www.amazon.com/s?k=ATI+FirePro+W5000+DVI+FirePro+W5000+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V5800 FirePro V5800 1 GB Graphics Card,,,FirePro V5800,1 GB,700 MHz,N/A,Black / Red,229 mm,https://www.amazon.com/s?k=ATI+FirePro+V5800+FirePro+V5800+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro W5000 FirePro W5000 2 GB Graphics Card,,,FirePro W5000,2 GB,825 MHz,N/A,Black / Red,183 mm,https://www.amazon.com/s?k=ATI+FirePro+W5000+FirePro+W5000+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V5900 FirePro V5900 2 GB Graphics Card,,,FirePro V5900,2 GB,600 MHz,N/A,Black / Red,230 mm,https://www.amazon.com/s?k=ATI+FirePro+V5900+FirePro+V5900+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V4900 FirePro V4900 1 GB Graphics Card,,,FirePro V4900,1 GB,800 MHz,N/A,Black / Red,163 mm,https://www.amazon.com/s?k=ATI+FirePro+V4900+FirePro+V4900+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro W7000 FirePro W7000 4 GB Graphics Card,,,FirePro W7000,4 GB,950 MHz,N/A,Black / Red,242 mm,https://www.amazon.com/s?k=ATI+FirePro+W7000+FirePro+W7000+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro 2460 FirePro 2460 512 MB Graphics Card,,,FirePro 2460,0.5 GB,600 MHz,N/A,Black / Red,170 mm,https://www.amazon.com/s?k=ATI+FirePro+2460+FirePro+2460+512+MB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro R5000 FirePro R5000 2 GB Graphics Card,,$499.99,FirePro R5000,2 GB,825 MHz,N/A,Black / Red,279 mm,https://www.amazon.com/dp/B00HOW3D5Q?tag=bgfg-pc-builder-us-20
ATI FirePro W9000 FirePro W9000 6 GB Graphics Card,,$979.99,FirePro W9000,6 GB,975 MHz,N/A,Black / Red,279 mm,https://www.amazon.com/dp/B00H6LLTT2?tag=bgfg-pc-builder-us-20
ATI FirePro V3900 FirePro V3900 1 GB Graphics Card,5.0,,FirePro V3900,1 GB,650 MHz,N/A,Black / Red,168 mm,https://www.amazon.com/s?k=ATI+FirePro+V3900+FirePro+V3900+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro V7900 FirePro V7900 2 GB Graphics Card,,,FirePro V7900,2 GB,725 MHz,N/A,Black / Red,279 mm,https://www.amazon.com/s?k=ATI+FirePro+V7900+FirePro+V7900+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ATI FirePro S9150 FirePro S9150 16 GB Graphics Card,,$1398.99,FirePro S9150,16 GB,900 MHz,N/A,Black / White,267 mm,https://www.amazon.com/dp/B00NWQTG3Q?tag=bgfg-pc-builder-us-20
ATI FirePro V7750 FirePro V7750 1 GB Graphics Card,,$159.99,FirePro V7750,1 GB,800 MHz,N/A,Black / Red,234 mm,https://www.amazon.com/dp/B0021AES0A?tag=bgfg-pc-builder-us-20
ATI FirePro S9000 FirePro S9000 6 GB Graphics Card,,,FirePro S9000,6 GB,900 MHz,N/A,Black / Red,267 mm,https://www.amazon.com/s?k=ATI+FirePro+S9000+FirePro+S9000+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HP Firepro V3900 FirePro V3900 1 GB Graphics Card,,$159.99,FirePro V3900,1 GB,650 MHz,N/A,Black / Red,168 mm,https://www.amazon.com/dp/B007ILEIF2?tag=bgfg-pc-builder-us-20
XFX Core Edition Radeon R7 265 1 GB Graphics Card,,,Radeon R7 265,1 GB,N/A,925 MHz,Black / Silver,220 mm,https://www.amazon.com/s?k=XFX+Core+Edition+Radeon+R7+265+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gainward Phantom GeForce GTX 780 Ti 3 GB Graphics Card,,,GeForce GTX 780 Ti,3 GB,980 MHz,1046 MHz,Black / Silver,274 mm,https://www.amazon.com/s?k=Gainward+Phantom+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus DirectCU II GeForce GTX 780 3 GB Graphics Card,,,GeForce GTX 780,3 GB,863 MHz,902 MHz,Black / Red,287 mm,https://www.amazon.com/s?k=Asus+DirectCU+II+GeForce+GTX+780+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus DirectCU II Radeon R7 260X 1 GB Graphics Card,,,Radeon R7 260X,1 GB,1075 MHz,N/A,Black / Red,216 mm,https://www.amazon.com/s?k=Asus+DirectCU+II+Radeon+R7+260X+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus STRIX Radeon R9 285 2 GB Graphics Card,,,Radeon R9 285,2 GB,918 MHz,N/A,Black / Red,269 mm,https://www.amazon.com/s?k=Asus+STRIX+Radeon+R9+285+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI N720-1GD5HLP GeForce GT 720 1 GB Graphics Card,,,GeForce GT 720,1 GB,797 MHz,N/A,Black,146 mm,https://www.amazon.com/s?k=MSI+N720-1GD5HLP+GeForce+GT+720+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX7704XPB-OC2 GeForce GTX 770 4 GB Graphics Card,5.0,,GeForce GTX 770,4 GB,1150 MHz,1202 MHz,Black / Yellow,266 mm,https://www.amazon.com/s?k=PNY+VCGGTX7704XPB-OC2+GeForce+GTX+770+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS H290XF4GD Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,772 MHz,1000 MHz,Black / Red,291 mm,https://www.amazon.com/s?k=HIS+H290XF4GD+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI R9 290X 4GD5 BF4 Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,772 MHz,1000 MHz,Black / Red,276 mm,https://www.amazon.com/s?k=MSI+R9+290X+4GD5+BF4+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AXR9 290X 4GBD5-MDHG Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,772 MHz,1030 MHz,Black / Red,267 mm,https://www.amazon.com/s?k=PowerColor+AXR9+290X+4GBD5-MDHG+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-R929XD5-4GD-B-GA Radeon R9 290X 4 GB Graphics Card,,,Radeon R9 290X,4 GB,1000 MHz,N/A,Black / Red,289 mm,https://www.amazon.com/s?k=Gigabyte+GV-R929XD5-4GD-B-GA+Radeon+R9+290X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AXR9 290 4GBD5-MDH/OC Radeon R9 290 4 GB Graphics Card,,,Radeon R9 290,4 GB,947 MHz,N/A,Black / Red,267 mm,https://www.amazon.com/s?k=PowerColor+AXR9+290+4GBD5-MDH%2FOC+Radeon+R9+290+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX780T3XPB GeForce GTX 780 Ti 3 GB Graphics Card,5.0,,GeForce GTX 780 Ti,3 GB,876 MHz,928 MHz,Black / Silver,266 mm,https://www.amazon.com/s?k=PNY+VCGGTX780T3XPB+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Galaxy 78NNH5DV8GGX GeForce GTX 780 Ti 3 GB Graphics Card,,,GeForce GTX 780 Ti,3 GB,876 MHz,928 MHz,Black / Silver,266 mm,https://www.amazon.com/s?k=Galaxy+78NNH5DV8GGX+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-N78TD5-3GD-B GeForce GTX 780 Ti 3 GB Graphics Card,4.0,,GeForce GTX 780 Ti,3 GB,876 MHz,N/A,Black / Silver,282 mm,https://www.amazon.com/s?k=Gigabyte+GV-N78TD5-3GD-B+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Club 3D royalKing Radeon R7 260X 2 GB Graphics Card,,,Radeon R7 260X,2 GB,1050 MHz,1160 MHz,Black / Red,223 mm,https://www.amazon.com/s?k=Club+3D+royalKing+Radeon+R7+260X+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Club 3D royalKing Radeon R9 270X 2 GB Graphics Card,,,Radeon R9 270X,2 GB,1030 MHz,1080 MHz,Black / Red,210 mm,https://www.amazon.com/s?k=Club+3D+royalKing+Radeon+R9+270X+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Club 3D royalKing Radeon R9 280X 3 GB Graphics Card,,,Radeon R9 280X,3 GB,1050 MHz,1100 MHz,Black / Red,266 mm,https://www.amazon.com/s?k=Club+3D+royalKing+Radeon+R9+280X+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI TWIN FROZR Radeon R9 270 2 GB Graphics Card,4.7,,Radeon R9 270,2 GB,900 MHz,975 MHz,Black / Red,256 mm,https://www.amazon.com/s?k=MSI+TWIN+FROZR+Radeon+R9+270+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AX7790 1GBD5-DH/OC Radeon HD 7790 1 GB Graphics Card,,,Radeon HD 7790,1 GB,1030 MHz,N/A,Black / Red,180 mm,https://www.amazon.com/s?k=PowerColor+AX7790+1GBD5-DH%2FOC+Radeon+HD+7790+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AX7790 1GBD5-DHV2/OC Radeon HD 7790 1 GB Graphics Card,,,Radeon HD 7790,1 GB,1000 MHz,1030 MHz,Black / Red,180 mm,https://www.amazon.com/s?k=PowerColor+AX7790+1GBD5-DHV2%2FOC+Radeon+HD+7790+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS IceQ X² Radeon R9 270X 2 GB Graphics Card,,,Radeon R9 270X,2 GB,1000 MHz,1050 MHz,Black / Silver,270 mm,https://www.amazon.com/s?k=HIS+IceQ+X%C2%B2+Radeon+R9+270X+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS IceQ X² Radeon R9 270 2 GB Graphics Card,,,Radeon R9 270,2 GB,950 MHz,975 MHz,Black / Silver,223 mm,https://www.amazon.com/s?k=HIS+IceQ+X%C2%B2+Radeon+R9+270+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor AXR9 270 2GBD5-DH/OC Radeon R9 270 2 GB Graphics Card,5.0,,Radeon R9 270,2 GB,930 MHz,955 MHz,Black / Yellow,198 mm,https://www.amazon.com/s?k=PowerColor+AXR9+270+2GBD5-DH%2FOC+Radeon+R9+270+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond R9270XD52GXOC Radeon R9 270X 2 GB Graphics Card,,,Radeon R9 270X,2 GB,1030 MHz,1080 MHz,Black / Red,220 mm,https://www.amazon.com/s?k=Diamond+R9270XD52GXOC+Radeon+R9+270X+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire 100362BF4SR Radeon R9 290 4 GB Graphics Card,4.0,,Radeon R9 290,4 GB,947 MHz,N/A,Black / Red,276 mm,https://www.amazon.com/s?k=Sapphire+100362BF4SR+Radeon+R9+290+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-70205-10P GeForce GTX 780 3 GB Graphics Card,,,GeForce GTX 780,3 GB,941 MHz,N/A,Black / Orange,276 mm,https://www.amazon.com/s?k=Zotac+ZT-70205-10P+GeForce+GTX+780+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-N65TOC-2GI REV2.0 GeForce GTX 650 Ti 2 GB Graphics Card,,,GeForce GTX 650 Ti,2 GB,1032 MHz,N/A,Black / Blue,200 mm,https://www.amazon.com/s?k=Gigabyte+GV-N65TOC-2GI+REV2.0+GeForce+GTX+650+Ti+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX7702XPB-CG GeForce GTX 770 2 GB Graphics Card,5.0,,GeForce GTX 770,2 GB,1150 MHz,1202 MHz,Black / Silver,266 mm,https://www.amazon.com/s?k=PNY+VCGGTX7702XPB-CG+GeForce+GTX+770+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX7803XPB-OC GeForce GTX 780 3 GB Graphics Card,4.5,,GeForce GTX 780,3 GB,1006 MHz,1059 MHz,Black / Gold,292 mm,https://www.amazon.com/s?k=PNY+VCGGTX7803XPB-OC+GeForce+GTX+780+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX780T3XPB-OC GeForce GTX 780 Ti 3 GB Graphics Card,5.0,,GeForce GTX 780 Ti,3 GB,980 MHz,1046 MHz,Black / Gold,287 mm,https://www.amazon.com/s?k=PNY+VCGGTX780T3XPB-OC+GeForce+GTX+780+Ti+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-61106-10M GeForce GTX 650 Ti 1 GB Graphics Card,,,GeForce GTX 650 Ti,1 GB,928 MHz,N/A,Black / Orange,153 mm,https://www.amazon.com/s?k=Zotac+ZT-61106-10M+GeForce+GTX+650+Ti+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Dual-X Radeon R9 270X 4 GB Graphics Card,,,Radeon R9 270X,4 GB,1020 MHz,1070 MHz,Black / Gray,228 mm,https://www.amazon.com/s?k=Sapphire+Dual-X+Radeon+R9+270X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond 7750PE51GV Radeon HD 7750 1 GB Graphics Card,,,Radeon HD 7750,1 GB,800 MHz,N/A,Black / Red,162 mm,https://www.amazon.com/s?k=Diamond+7750PE51GV+Radeon+HD+7750+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond 7770PE51GV Radeon HD 7770 GHz Edition 1 GB Graphics Card,,,Radeon HD 7770 GHz Edition,1 GB,1000 MHz,N/A,Black / Red,162 mm,https://www.amazon.com/s?k=Diamond+7770PE51GV+Radeon+HD+7770+GHz+Edition+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond R7240D32G Radeon R7 240 2 GB Graphics Card,,,Radeon R7 240,2 GB,730 MHz,N/A,Black / Blue,170 mm,https://www.amazon.com/s?k=Diamond+R7240D32G+Radeon+R7+240+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Diamond R7240D32GXOC Radeon R7 240 2 GB Graphics Card,,,Radeon R7 240,2 GB,730 MHz,780 MHz,Black / Blue,170 mm,https://www.amazon.com/s?k=Diamond+R7240D32GXOC+Radeon+R7+240+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
